FICHE;DATE;ZONE;NUMECH;MP4;P9_PREF;MP5;MP6;MP7;MP8;MP9;MP10;MP11;MP12;MP13;MP14;MP15;MP16;MP17;MP18;M1;M2;M3;M4;M5;M6;M7_1;M8_1;M9_1;M10_1;M11_1;M12_1;M13_1;M7_2;M8_2;M9_2;M10_2;M11_2;M12_2;M13_2;M7_3;M8_3;M9_3;M10_3;M11_3;M12_3;M13_3;M7_4;M8_4;M9_4;M10_4;M11_4;M12_4;M13_4;COEM
1 ;250309;002001;142;2;7;03;00;02;00;00;01;0;00;01;01;00;2;7;088;4;1;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;090409;002001;146;3;6;10;04;00;00;00;06;0;00;02;02;04;2;6;038;4;4;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;250309;002001;157;2;7;10;02;00;00;00;08;2;01;01;02;02;1;7;064;4;1;1;3;2;2;1;3;1966;07;1;1;3;1;2;2000;17;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;161008;002002;003;3;7;03;00;00;00;00;03;1;01;01;02;00;2;7;075;4;1;1;3;2;1;1;1;1992;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;270309;002002;007;4;6;19;02;02;00;00;15;1;02;02;04;03;1;6;044;4;1;1;4;1;1;1;3;2004;07;1;1;4; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;037.507
1 ;241008;002002;011;4;8;02;00;00;02;00;00;1;00;01;01;00;2;8;079;4;1;1;3;2;1;1;1;2004;08;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;260309;002002;019;3;1;12;00;02;00;00;10;2;03;01;03;00;2;1;035;4;1;1;1;1;2;3;1;2005;05;1;1;3;1;1;2004;06;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;037.507
1 ;170409;002002;036;4;1;04;00;00;00;00;04;0;00;01;01;00;2;1;036;4;4;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;130209;002002;037;4;1;06;00;02;00;00;04;1;01;00;01;00;1;1;025;4;4;2; ;2;1;1;1;1994;05;1;4;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;181208;002002;048;3;4;10;02;00;00;08;00;1;01;01;02;02;2;4;022;4;4;1;4;1;1;1;1;1995;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;161208;002002;050;1;1;00;00;00;00;00;00;0;01;00;01;00;1;1;039;3;4;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;120209;002002;053;3;9;05;00;00;00;00;05;0;00;01;01;00;2;9;056;4;4;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;230109;002002;074;4;7;04;00;00;00;00;04;0;00;01;01;00;2;7;070;4;1;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;150409;002002;079;2;1;10;00;00;00;00;10;0;02;01;02;00;2;1;036;4;4;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;046.930
1 ;230109;002002;087;4;7;04;00;00;00;00;04;0;00;01;01;00;2;7;082;4;5;1;4;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;210109;002002;098;2;7;08;00;00;00;00;08;0;01;01;02;00;2;8;076;4;1;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;240109;002002;102;5;6;05;01;00;00;00;04;0;01;00;01;01;1;6;043;4;4;1;1;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;160409;002002;114;3;7;03;00;02;00;00;01;0;00;01;01;00;2;7;090;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;160409;002002;117;3;1;08;00;02;02;00;04;2;01;01;02;00;2;8;058;4;1;1; ;1;2;1;1;2001;05;1;1;3;1;1;2008;04;2;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;180309;002002;125;2;1;02;00;00;00;00;02;0;01;00;01;00;1;1;027;4;4;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;100309;002002;126;1;7;06;00;00;00;00;06;0;01;00;01;00;1;7;064;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;120309;002002;131;3;7;04;02;00;00;00;02;0;00;01;01;02;2;7;082;4;4;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;260309;002002;177;3;1;05;00;00;00;00;05;1;01;01;02;00;2;8;067;3;5;1;3;1;1;1;1;1999;17;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;160409;002002;180;3;7;04;00;00;00;00;04;0;01;01;02;00;2;7;078;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;160409;002003;004;3;1;14;00;00;02;06;06;1;03;01;04;00;2;8;047;4;4; ; ; ;1;1;3;2007;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;037.507
1 ;181108;002003;005;1;7;04;04;00;00;00;00;1;01;01;02;04;2;7;064;4;4;1; ;2;1;3;1;2005;05;1;4;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;181108;002003;009;1;1;07;02;00;00;00;05;1;01;02;03;03;2;4;019;4;4;1;4;1;1;1;3;2001;07;1;2;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;046.930
1 ;180409;002003;039;5;7;04;00;00;00;02;02;0;01;00;01;00;1;7;060;4;4;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;180409;002003;044;5;7;08;00;00;02;00;06;0;01;01;02;00;1;1;042;4;1;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;101208;002003;055;2;8;00;00;00;00;00;00;0;00;01;01;00;2;8;083;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;180409;002003;059;5;1;04;00;00;00;00;04;1;00;01;01;00;2;1;025;4;4;1;4;1;1;1;1;2000;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;070109;002003;067;2;6;11;00;00;00;00;11;1;00;02;02;00;2;6;039;4;4;2; ;1;1;1;1;1991;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;161208;002003;068;1;1;15;00;00;00;02;13;0;02;02;04;00;2;1;038;4;4;2; ;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;037.507
1 ;161208;002003;072;1;1;10;00;06;00;00;04;1;01;01;02;00;2;1;036;4;2;2; ;1;1;1;2;2006;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;130109;002003;088;1;7;00;00;00;00;00;00;1;00;01;01;00;2;7;086;4;4;1;3;2;1;1;1;2001;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;150109;002003;091;3;2;04;00;00;00;00;04;1;00;01;01;00;2;2;060;4;1;1;3;1;1;1;1;2004;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;160109;002003;093;4;4;02;01;00;00;01;00;0;00;01;01;01;2;4;020;4;5;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;200109;002003;109;1;7;02;02;00;00;00;00;0;00;01;01;02;2;7;070;4;1;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;170209;002003;118;1;7;07;00;04;00;00;03;1;00;02;02;00;2;1;030;3;4;1;3;1;1;1;1;2005;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;180209;002003;119;2;7;00;00;00;00;00;00;0;00;01;01;00;2;7;064;4;1;1; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;240309;002003;137;1;7;00;00;00;00;00;00;0;00;01;01;00;2;7;081;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;100309;002003;145;1;7;02;01;00;00;00;01;0;00;01;01;01;2;7;067;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;120309;002003;150;3;7;02;00;02;00;00;00;1;00;01;01;00;2;7;079; ; ; ; ; ;1;1;1;1992;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;020409;002003;156;3;4;04;04;00;00;00;00;0;01;00;01;04;1;4;021;4;4;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;250309;002003;172;2;7;05;00;00;00;00;05;0;00;01;01;00;2;7;067;3;1;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;160409;002003;187;3;7;03;00;00;00;00;03;1;01;01;02;00;1;7;084;4;1;1;4;1;1;1;1;2005;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;110409;002003;501;5;7;08;00;00;00;00;08;1;01;01;02;00;2;7;058;4;1;2; ;2;1;1;1;2003;09;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;081108;002004;016;5;1;04;00;00;00;02;02;0;01;00;01;00;1;1;046;4;6;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;071108;002004;020;4;1;14;00;09;00;00;05;4;02;01;03;00;2;5;017;4;4;2; ;1;4;1;1;1993;09;1;3;2;3;3;1999;07;3;3;2;3;3;2005;07;1;2;2;1;1;2002;07;3;3;2;046.930
1 ;080109;002004;021;3;7;05;00;00;00;00;05;0;00;01;01;00;2;7;067;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;280309;002004;022;5;7;10;00;00;00;00;10;1;02;01;03;00;1;7;066;4;4;1;4;1;1;1;1;2004;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;046.930
1 ;021208;002004;025;1;8;02;00;00;00;00;02;0;00;01;01;00;2;8;082;4;1;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;100409;002004;033;4;7;05;00;00;00;00;05;0;00;01;01;00;2;7;066;4;1;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;160409;002004;034;3;1;04;02;02;00;00;00;1;02;02;02;02;2;1;041;4;4;1;1;1;1;1;3;2005;07;1;3;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;037.507
1 ;091208;002004;035;1;6;02;00;00;00;00;02;0;00;01;01;00;2;6;045;4;4;2; ;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;160409;002004;038;3;1;06;02;00;00;00;04;1;01;01;02;02;1;1;036;4;1;1;4;1;1;1;1;2000;05;1;4;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;170409;002004;041;4;9;06;04;00;00;00;02;0;01;01;02;04;2;9;033;4;4;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;281108;002004;043;4;2;09;02;00;02;00;05;0;01;01;02;03;1;4;020;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;031208;002004;045;2;2;02;00;00;00;00;02;0;00;01;01;00;2;2;055;4;4;1;1;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;261108;002004;046;2;1;15;00;13;00;00;02;1;02;02;03;00;2;2;036;4;4;1;4;1;1;1;1;2006;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;037.507
1 ;101208;002004;070;2;1;19;06;00;00;00;13;1;02;02;04;06;2;8;054;4;1;1;3;1;1;1;1;2002;06;1;4;4; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;037.507
1 ;140109;002004;071;2;1;13;00;00;00;05;08;0;01;01;02;00;1;1;049;4;4;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;090409;002004;076;3;2;13;00;00;00;02;11;1;01;01;02;00;2;1;034;4;1;1;4;1;1;1;1;1993;06;1;1;4; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;060109;002004;078;1;7;07;00;00;00;00;07;1;01;00;01;00;1;7;078;4;1;1;3;2;1;1;1;2007;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;060109;002004;080;1;1;02;00;02;00;00;00;1;01;00;01;00;1;1;059;4;4;1;4;1;1;1;1;1997;11;1;4;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;170409;002004;084;4;2;07;06;00;00;00;01;0;02;01;03;06;2;2;044;3;4;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;046.930
1 ;270109;002004;086;1;7;07;00;02;00;00;05;0;00;01;01;00;2;7;071;4;1;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;160409;002004;090;3;6;07;00;02;00;00;05;1;01;01;02;00;2;1;059;4;1;1;3;1;1;1;1;2009;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;090109;002004;092;4;6;03;00;00;00;00;03;1;00;01;01;00;2;6;040;4;4;1;1;1;1;3;3;1995;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;140209;002004;103;5;9;08;01;00;00;00;07;0;01;01;02;01;2;9;049;4;4;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;150409;002004;105;2;6;02;02;00;00;00;00;0;01;00;01;02;1;6;045;3;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;080409;002004;106;2;1;21;02;06;00;00;13;2;03;01;04;02;2;1;052;4;1;1;1;1;2;1;1;2004;07;1;2;2;1;1;1999;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;037.507
1 ;190209;002004;121;3;7;07;00;00;00;04;03;1;01;01;02;00;2;8;063;4;1;1;3;1;1;1;1;2001;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;180409;002004;122;5;1;02;00;00;00;00;02;0;01;00;01;00;1;1;032;4;4;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;110309;002004;124;2;1;05;00;00;00;01;04;0;00;01;01;00;2;1;032;4;4;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;180209;002004;128;2;2;10;00;00;00;00;10;1;01;01;02;00;2;7;061;4;4;1;3;2;1;1;1;1991;06;1;2;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;180209;002004;129;2;1;09;00;06;01;00;02;1;01;01;02;00;2;1;030;4;2;1;4;1;1;1;3;2001;90;1;2;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;170309;002004;147;1;9;04;00;00;00;00;04;0;00;01;01;00;2;9;056;4;4;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;170309;002004;154;1;7;04;02;02;00;00;00;1;00;01;01;02;2;7;071;4;1;1;3;2;1;1;1;2001;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;049.270
1 ;240309;002004;166;1;1;12;00;00;00;02;10;1;01;01;02;00;1;1;056;4;4;1;3;1;1;1;1;2000;07;1;4;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;100409;002004;168;4;1;11;00;04;00;00;07;2;01;01;02;00;2;8;061;4;4;1;4;1;2;1;1;2003;09;1;1;2;1;3;2004;07;3;4;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;036.300
1 ;180409;002004;171;5;6;15;00;00;00;00;15;0;01;02;03;00;2;8;033;4;4;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;046.930
1 ;030409;002004;182;4;6;13;00;00;00;00;13;1;02;01;03;00;2;8;034;4;4;1;4;1;1;1;3;2006;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;046.930
1 ;130309;003001;006;4;7;03;00;00;00;00;03;0;01;01;02;00;2;8;072;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;079.486
1 ;090409;003001;033;3;7;02;00;00;00;00;02;0;01;00;01;00;1;7;072;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;090409;003001;154;3;7;00;00;00;00;00;00;0;00;01;01;00;2;7;089;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;130309;003001;155;4;7;02;00;00;00;00;02;0;00;01;01;00;2;7;072;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;281108;003002;001;4;1;15;00;07;00;00;08;2;02;04;04;00;2;1;033;4;1;1;3;1;2;1;3;2008;07;1;2;2;1;1;2000;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;025.437
1 ;251108;003002;032;1;7;06;00;00;00;00;06;0;00;01;01;00;2;7;083;2;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;130209;003002;047;4;7;04;00;02;00;00;02;1;01;00;01;00;1;7;075;4;1;2; ;2;1;1;1;2001;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;100209;003002;058;1;7;14;02;03;00;00;09;2;01;01;02;02;1;6;039;4;1;1;3;1;2;1;1;1996;04;1;2;2;1;3;1997;06;1;1;4; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;079.486
1 ;270109;003002;099;1;7;06;01;03;00;00;02;1;01;02;03;01;2;1;024;4;1;1;3;1;1;1;1;1990;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;134.308
1 ;130209;003002;149;4;9;08;00;00;00;00;08;0;00;01;01;00;2;9;090;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;130309;003002;178;4;7;03;00;00;02;00;01;0;00;01;01;00;2;7;061;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;080409;003002;199;2;7;08;00;00;00;00;08;1;01;01;02;00;1;7;065;4;1;1;4;1;1;1;3;2003;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;079.486
1 ;181008;003003;004;5;9;03;00;00;00;00;03;0;01;00;01;00;1;9;049;4;1;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;071108;003003;008;4;8;04;01;00;00;00;03;0;00;01;01;01;2;8;086;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;071108;003003;018;4;7;04;00;04;00;00;00;0;01;00;01;00;1;7;092;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;191108;003003;020;2;2;12;08;00;00;00;04;0;01;01;02;08;2;2;024;4;4;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;079.486
1 ;201108;003003;026;3;1;07;00;02;00;00;05;1;00;01;01;00;2;1;062;4;1;1;4;1;1;1;1;2007;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;191108;003003;027;2;1;16;00;07;00;00;09;1;01;01;02;00;2;1;024;4;4;1;4;1;1;1;3;1999;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;079.486
1 ;221108;003003;030;5;6;20;00;04;00;00;16;1;02;04;06;00;2;5;017;4;1;1;4;1;1;1;1;1999;08;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;025.437
1 ;090409;003003;038;3;7;00;00;00;00;00;00;0;01;01;02;00;2;7;082;4;5;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;079.486
1 ;271108;003003;040;3;7;04;00;02;02;00;00;1;01;01;02;00;1;7;086;4;1;1;3;2;1;1;3;2007;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;079.486
1 ;111208;003003;063;3;7;02;00;00;00;00;02;0;00;01;01;00;2;7;077;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;110209;003003;068;2;1;09;00;09;00;00;00;1;01;01;02;00;2;1;051;4;4;1;4;2;1;1;2;1998;  ;1;2;4; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;079.486
1 ;181208;003003;069;3;1;05;00;00;00;00;05;0;01;00;01;00;1;1;045;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;060109;003003;082;1;7;04;00;00;00;00;04;0;00;01;01;00;2;7;085;4;4;1;3; ;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;030209;003003;095;1;1;00;00;00;00;00;00;1;01;00;01;00;1;1;030;4;5;1;4;1;1;1;2;2007;07;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;074.152
1 ;280109;003003;096;2;1;06;00;00;00;06;00;0;01;01;02;00;1;1;045;2;4;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;079.486
1 ;210109;003003;113;2;8;00;00;00;00;00;00;0;00;03;03;00;2;4;019;1;1;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;134.308
