FICHE;DATE;ZONE;NUMECH;MP4;P9_PREF;MP5;MP6;MP7;MP8;MP9;MP10;MP11;MP12;MP13;MP14;MP15;MP16;MP17;MP18;M1;M2;M3;M4;M5;M6;M7_1;M8_1;M9_1;M10_1;M11_1;M12_1;M13_1;M7_2;M8_2;M9_2;M10_2;M11_2;M12_2;M13_2;M7_3;M8_3;M9_3;M10_3;M11_3;M12_3;M13_3;M7_4;M8_4;M9_4;M10_4;M11_4;M12_4;M13_4;COEM
1 ;151008;039004;012;2;7;04;00;00;00;00;04;1;01;01;02;00;2;7;071;3;1;1;3;2;1;1;1;2001;04;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;151108;039004;020;5;1;28;01;17;05;00;05;2;02;03;05;02;2;2;036;3;4;1;4;1;2;1;3;2005;  ;2;2;2;1;1;2000;05;1;1;4; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;046.575
1 ;101208;039004;028;2;1;11;00;07;02;00;02;2;02;02;04;00;2;1;051;5;1;1;3;1;2;1;1;2000;05;1;1;2;3;3;1998;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;058.830
1 ;031208;039004;033;2;1;04;00;00;00;00;04;1;01;01;02;00;2;8;050;3;1;1;3;1;1;3;3;1992;  ;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;031208;039004;038;2;7;08;00;06;00;00;02;1;01;01;02;00;2;7;067;1;1;1;3;1;1;1;1;2006;07;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;271108;039004;046;3;8;04;00;00;04;00;00;0;00;02;02;00;2;1;060;3;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;131208;039004;065;5;1;14;00;02;04;00;08;1;02;01;02;00;1;1;045;1;5;1;3;2;1;1;3;2005;06;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;103.977
1 ;220109;039004;080;3;7;10;00;00;00;00;10;1;01;01;02;00;1;7;082;1;1;1;3;1;1;1;1;2005;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;280109;039004;087;2;7;08;00;06;00;00;02;2;01;01;02;00;2;8;069;1;1;1;3;1;2;1;3;2000;06;1;1;2;1;2;1991;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;160409;039004;090;3;1;09;01;04;01;00;03;1;01;01;02;01;1;1;034;3;4;1;4;1;1;1;1;2001;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;221008;039005;024;2;7;08;00;08;00;00;00;2;01;01;02;00;1;7;069;1;1;1;3;1;2;1;3;2003;07;1;2;2;1;1;2007;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;150409;039005;040;2;1;04;00;00;00;04;00;1;01;01;02;00;2;8;059;1;4;1;4;2;1;1;1;2004;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;160409;039005;057;3;7;02;00;02;00;00;00;2;01;01;02;00;1;7;071;1;1;1;3;2;2;1;2;2003;06;1;3;2;1;2;1989;06;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;070409;039005;062;1;7;03;00;03;00;00;00;1;00;02;02;00;2;7;062;4;1;1;3;2;1;1;1;2001;05;1;3;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;170409;039005;064;4;6;02;00;02;00;00;00;1;01;00;01;00;1;6;060;1;4;1;3;2;1;1;3;1999;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;116.632
1 ;111208;039005;073;3;1;15;00;12;01;00;02;1;01;03;04;00;2;1;041;1;4;1;3;1;1;1;1;1998;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;058.830
1 ;290109;039005;077;3;7;06;00;06;00;00;00;3;01;01;02;00;2;7;069;3;1;1;3;1;3;1;1;1997;11;1;3;2;1;1;1995;09;1;3;2;1;1;1999;09;1;1;2; ; ;    ;  ; ; ; ;066.158
1 ;060209;039005;079;4;1;06;00;04;00;00;02;1;01;01;02;00;1;1;043;3;4;1;3;1;1;1;1;2001;08;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;030209;039005;094;1;1;12;00;10;00;00;02;2;02;02;04;00;2;1;042;1;2;1;3;1;2;1;3;2009;05;1;1;3;1;3;2005;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;058.830
1 ;190209;039005;095;3;1;23;00;13;03;02;05;1;03;01;04;00;1;1;046;1;2;1;3;1;1;1;1;2003;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;058.830
1 ;060209;039005;109;4;7;00;00;00;00;00;00;0;00;01;01;00;2;7;080;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;116.632
1 ;030209;039005;111;1;7;08;00;00;02;04;02;1;01;01;02;00;2;7;089;1;5;1;3;1;1;1;1;1994;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;261108;039006;035;2;6;06;00;05;00;00;01;1;01;00;01;00;1;6;062;1;1;1;3;1;1;1;1;2003;17;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;116.632
1 ;261108;039006;043;2;7;00;00;00;00;00;00;1;01;00;01;00;1;7;094;1;1;1;3;2;1;1;1;2007;04;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;116.632
1 ;290109;039006;088;3;7;07;00;07;00;00;00;2;01;01;02;00;1;7;075;1;1;1;3;1;2;1;1;2000;11;1;1;2;1;1;2005;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.158
1 ;290109;039006;108;3;1;10;00;10;00;00;00;3;01;01;02;00;1;1;065;1;1;1;3;1;3;1;3;1989;09;1;2;2;1;1;2002;16;1;1;2;1;1;1998;07;1;2;2; ; ;    ;  ; ; ; ;066.158
1 ;290109;040001;004;3;1;10;00;10;00;00;00;3;02;01;03;00;2;1;050;1;1;1;3;1;3;1;3;2003;06;1;1;2;1;3;2007;08;1;1;2;3;3;2006;08;3;1;2; ; ;    ;  ; ; ; ;060.212
1 ;030209;040001;012;1;1;11;00;04;03;00;04;1;01;02;03;00;2;1;047;2;1;1; ;1;1;1;3;2004;09;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;060.212
1 ;280109;040001;015;2;1;06;00;04;00;02;00;2;01;02;03;00;1;1;051;2;2;1;3;1;2;1;3;2007;05;1;1;2;1;3;2006;04;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;060.212
1 ;290109;040001;033;3;7;04;00;02;00;00;02;1;01;01;02;00;1;7;076;1;1;1;3;2;1;1;3;1996;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;110309;040001;049;2;1;11;00;00;03;00;08;0;02;01;02;00;2;6;021;3;4;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;060.212
1 ;260309;040001;075;3;1;17;00;10;02;02;03;3;03;02;05;00;2;2;042;2;2;1;3;1;3;1;3;2009;05;1;1;2;1;1;2008;13;1;1;2;1;3;2007;05;1;2;2; ; ;    ;  ; ; ; ;056.739
1 ;190209;040001;091;3;1;04;00;00;00;00;04;0;01;00;01;00;1;1;042;3;4;2;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;290109;040002;005;3;1;15;01;13;00;00;01;3;01;03;04;01;2;1;041;1;4;1;1;1;3;1;1;1998;04;1;1;2;1;1;2001;05;1;1;2;3;3;1999;09;2;1;2; ; ;    ;  ; ; ; ;048.634
1 ;290109;040002;009;3;1;08;00;08;00;00;00;3;01;01;02;00;1;1;060;1;1;1;3;1;3;1;1;2001;05;1;1;2;1;1;1995;05;1;1;2;3;3;1999;06;1;1;2; ; ;    ;  ; ; ; ;039.754
1 ;121208;040002;039;4;1;02;00;02;00;00;00;2;00;01;01;00;2;1;051;3;2;1;3;2;2;1;3;2005;04;1;1;2;1;1;1999;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;120209;040002;044;3;1;19;00;15;00;04;00;2;03;01;04;00;1;1;041;2;1;1;3;1;2;1;3;2007;06;1;1;2;1;3;2001;11;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.634
1 ;191208;040002;047;4;7;19;00;16;00;00;03;2;01;01;02;00;1;7;061;3;3;1;3;1;2;1;1;2000;11;1;1;2;1;1;1999;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;121208;040002;052;4;7;02;00;02;00;00;00;1;01;00;01;00;1;7;060;3;2;1;3;1;1;1;3;2004;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;280109;040002;054;2;2;09;00;09;00;00;00;2;02;02;04;00;1;2;045;1;1;1;3;1;2;1;1;2008;09;1;1;2;1;3;2008;11;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.634
1 ;010409;040002;078;2;1;12;00;11;01;00;00;1;01;02;03;00;1;1;047;1;1;1;4;1;1;1;3;2008;08;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;060.212
1 ;200209;040002;081;4;1;12;00;03;04;00;05;1;01;04;05;00;2;1;047;1;1;1;1;1;1;1;3;2006;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;056.739
1 ;140209;040002;093;5;7;05;00;04;00;00;01;2;01;02;03;00;2;7;068;1;1;1;3;2;2;1;3;2001;06;1;1;2;1;1;1995;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;060.212
1 ;110309;040002;104;2;7;08;00;08;00;00;00;1;01;01;02;00;2;7;081;1;5;1;3;2;1;1;3;2001;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;170309;040002;105;1;7;07;00;00;02;00;05;2;02;01;03;00;1;1;034;3;1;1;1;2;2;1;1;2001;07;1;1;2;1;1;2001;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;060.212
1 ;180309;040002;116;2;7;04;00;01;01;00;02;2;01;01;02;00;2;1;058;1;1;1;3;2;2;1;1;2000;04;1;1;2;1;1;2005;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;101208;040003;001;2;2;18;00;01;06;00;11;1;02;02;04;00;2;2;043;3;4;1;4;1;1;1;3;2000;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.634
1 ;270109;040003;006;1;8;10;00;04;00;00;06;1;02;02;02;00;2;1;035;4;5;1;3;1;1;1;3;2005;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.634
1 ;251108;040003;007;1;6;04;00;00;00;02;02;1;01;00;01;00;1;6;055;3;1;1;3;2;1;1;1;2003;07;1;1; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;071108;040003;010;4;8;00;00;00;00;00;00;0;00;01;01;00;2;8;092;3;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;240109;040003;014;5;7;03;00;03;00;00;00;0;01;01;02;00;2;7;073;2;5;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;251108;040003;020;1;1;06;00;03;00;00;03;2;01;00;01;00;1;1;059;3;1;1;3;1;2;1;3;1998;  ;2;2;2;1;1;1988;  ;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;071108;040003;021;4;1;21;00;09;00;00;12;2;01;01;02;00;1;1;068;4;1;1;3;2;2;1;2;2004;06;1;1;1;1;2;2001;14;1;1;1; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;221108;040003;022;5;1;21;05;11;00;00;05;1;02;02;04;06;1;1;039;4;4;1;3;1;1;1;1;2007;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.634
1 ;081108;040003;027;5;1;11;05;00;01;01;04;0;00;02;02;07;2;5;018;3;4;1; ;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;050509;040003;028;1;7;02;00;00;02;00;00;0;01;00;01;00;1;7;083;4;1;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;280109;040003;035;2;1;11;01;05;01;00;04;1;02;01;03;01;2;1;044;3;4;1;1;1;1;1;1;2001;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;060.212
1 ;251108;040003;037;1;2;03;00;00;00;02;01;1;01;01;02;00;2;7;072;1;1;1;3;1;1;1;1;2008;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;190309;040003;038;3;1;20;00;15;00;02;03;1;01;03;04;00;2;1;041;4;4;1;3;1;1;1;1;2007;06;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.634
1 ;130309;040003;042;4;7;06;00;03;00;00;03;1;01;00;01;00;1;7;077;3;1;1;3;2;1;1;1;2009;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;240109;040003;050;5;1;16;03;11;00;00;02;1;02;02;04;04;1;1;050;3;1;1;1;1;1;1;3;2007;08;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.634
1 ;101208;040003;055;2;2;13;00;01;01;03;08;1;03;01;04;00;1;2;056;4;1;1;4;1;1;1;1;2003;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.634
1 ;110209;040003;062;2;1;12;00;12;00;00;00;2;02;00;02;00;1;1;028;1;4;1;3;1;2;1;1;2003;  ;1;2;2;1;3;1997;  ;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;170309;040003;063;1;1;06;00;01;00;02;03;0;00;02;02;00;2;1;053;4;3;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;030209;040003;065;1;1;02;00;02;00;00;00;1;00;01;01;00;2;1;023;4;4;2; ;2;1;1;1;1996;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;280109;040003;068;2;7;04;00;04;00;00;00;2;01;01;02;00;1;7;068;4;1;1;3;1;2;1;3;1994;05;1;1;2;1;3;1997;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;130309;040003;069;4;2;02;02;00;00;00;00;1;01;00;01;02;1;2;047;4;4;1;3;1;1;1;1;2002;06;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;100209;040003;070;1;1;14;00;00;05;04;05;2;04;02;06;00;2;2;051;3;3;1;3;2;2;1;2;1999;04;1;1;2;1;3;2005;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;034.415
1 ;270109;040003;071;1;1;13;00;11;00;02;00;2;01;02;03;00;2;5;017;4;4;1;1;1;2;1;3;2000;08;1;1;3;1;1;2000;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;060.212
1 ;310109;040003;076;5;1;02;00;00;00;02;00;1;01;00;01;00;1;1;056;3;4;1;3;1;1;1;1;1993;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;180209;040003;082;2;7;04;00;02;00;02;00;1;01;00;01;00;1;7;073;4;4;1;1;2;1;1;3;2004;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;290109;040003;088;3;1;02;00;00;01;00;01;1;00;01;01;00;2;1;046;4;1;1;3;1;1;1;3;2006;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;310109;040003;090;5;2;04;00;02;00;00;02;1;00;01;01;00;2;2;054;4;1;1;3;2;1;1;1;1995;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;040209;040003;094;2;1;08;00;03;02;00;03;1;01;01;02;00;2;1;038;4;4;1; ;1;1;1;3;2005;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;120209;040003;101;3;1;04;00;00;02;00;02;1;01;01;02;00;1;1;047;4;4;1;3;2;1;1;1;1998;09;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;260309;040003;107;3;7;00;00;00;00;00;00;1;00;01;01;00;2;7;074;4;1;1;3;2;1;1;1;2006;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;200209;040003;108;4;1;02;00;02;00;00;00;2;01;01;02;00;2;1;025;3;4;1;4;1;2;1;1;2003;04;1;2;2;1;3;2007;07;4;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;120309;040003;109;3;7;02;00;00;01;00;01;0;00;01;01;00;2;7;080;3;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;100309;040003;114;1;1;00;00;00;00;00;00;0;01;00;01;00;1;1;039;4;2;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;110309;040003;115;2;1;08;02;04;00;00;02;1;00;02;02;02;2;1;043;4;4;1;3;1;1;1;3;2004;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;100309;040003;119;1;1;06;00;01;00;03;02;1;02;01;03;00;2;2;045;3;1;1;3;1;1;1;3;2000;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;060.212
1 ;130309;040003;120;4;7;02;00;00;00;02;00;1;01;01;02;00;2;7;077;3;1;1;3;2;1;1;1;2003;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;110309;040003;121;2;1;07;00;07;00;00;00;1;02;00;02;00;1;1;043;4;4;1;3;1;1;1;1;1999;22;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;070509;040003;122;3;7;03;00;00;00;00;03;1;01;01;02;00;1;7;074;4;1;1;3;2;1;1;2;1998;  ;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;100309;040003;125;1;1;07;00;00;00;07;00;0;01;01;02;00;2;8;040;4;3;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;110309;040003;127;2;7;06;00;06;00;00;00;2;01;01;02;00;1;7;076;3;1;1;3;2;2;1;2;2002;06;1;1;4;1;2;1965;10;1;1;4; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;310309;040003;133;1;7;05;00;00;00;05;00;0;01;00;01;00;1;7;071;1;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;010409;040003;145;2;7;02;00;00;00;00;02;2;01;01;02;00;2;7;061;4;4;1;3;1;2;1;1;1972;02;1;1;3;1;1;1991;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;090409;040003;146;3;1;02;00;00;02;00;00;1;00;01;01;00;2;1;036;4;4;1;3;1;1;1;1;2005;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;010409;040003;148;2;1;02;00;00;00;00;02;1;00;01;01;00;2;1;044;3;4;1;3;1;1;1;1;2007;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;020409;040003;150;3;7;02;00;02;00;00;00;1;01;01;02;00;1;7;066;3;1;1;3;2;1;1;3;2006;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;010409;040003;164;2;7;04;00;00;00;00;04;1;01;01;02;00;2;7;075;4;1;1;3;2;1;1;1;2001;08;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;310309;040003;174;1;1;03;00;00;00;03;00;1;01;00;01;00;1;1;036;4;4;1;3;1;1;1;1;2000;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;010409;040003;175;2;7;04;00;00;00;00;04;0;01;01;02;00;2;7;075;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;010409;040003;181;2;1;04;00;02;00;00;02;1;01;01;02;00;1;1;035;3;2;1;3;1;1;1;3;2004;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;020409;040003;182;3;7;02;00;00;01;00;01;0;00;01;01;00;2;7;081;2;1;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.178
1 ;010409;040003;183;2;1;18;00;06;02;00;10;2;02;02;04;00;1;4;024;4;1;1;3;1;2;1;1;1996;05;1;3;2;1;1;2007;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.634
1 ;020409;040003;186;3;7;04;00;04;00;00;00;2;01;01;02;00;1;7;059;1;1;1;3;1;2;1;1;1998;07;1;1;2;1;1;2001;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;020409;040003;188;3;1;07;00;02;01;00;04;1;01;01;02;00;2;8;049;4;4;1;3;1;1;1;1;2008;11;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;039.754
1 ;271108;041001;013;3;7;12;01;11;00;00;00;1;01;01;02;04;2;7;067;1;1;1;3;2;1;1;3;2005;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;045.897
1 ;091208;041001;020;1;7;06;00;03;01;00;02;1;01;01;02;00;2;7;065;2;1;1;3;2;1;1;3;2006;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;045.897
1 ;130109;041001;021;1;7;02;00;00;00;00;02;1;01;01;02;00;2;7;068;1;5;1;3;1;1;1;3;2003;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;045.897
1 ;031208;041001;030;2;1;04;01;00;03;00;00;1;01;01;02;01;1;1;053;3;1;1;3;1;1;1;3;2002;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;045.897
1 ;100109;041001;033;5;7;02;00;02;00;00;00;0;00;01;01;00;2;7;080;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;063.465
1 ;181208;041001;035;3;1;13;00;04;04;00;05;2;03;01;04;00;2;2;037;4;1;1;3;1;2;1;3;2002;06;1;1;3;3;3;2006;06;2;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.599
1 ;150109;041001;038;3;7;04;00;00;00;00;04;1;01;01;02;00;2;7;082;3;1;1;3;2;1;1;1;1995;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;045.897
1 ;130109;041001;041;1;1;04;00;04;00;00;00;2;01;01;02;00;1;1;028;4;1;1;3;1;2;1;1;2003;05;1;1;2;1;1;2000;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;045.897
1 ;140109;041001;044;2;7;04;00;00;00;00;04;1;00;02;02;00;2;7;081;3;4;1;3;2;1;1;3;2005;06;1;2;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;045.897
1 ;060209;041001;054;4;7;04;00;00;00;00;04;0;01;01;02;00;1;8;049;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;045.897
1 ;290109;041001;057;3;7;02;00;00;00;00;02;0;01;00;01;00;1;7;060;3;3;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;063.465
1 ;250309;041001;063;2;1;02;00;00;00;00;02;1;01;00;01;00;1;1;049;2;4;1;3;2;1;1;2;1990;09;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;063.465
