FICHE;ZONE;NUMECH;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15A;P15B;P16;P17A;P17B;P18A;P18B;P19;P20;P21;P22;P23;P24A;P24B;P25;COEP
2 ;088004;035;02;2;2;065;1;1;1;3;7;0;66;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;4;5;1;085.049
2 ;088004;060;01;2;1;074;1;2;1;3;7;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;112.443
2 ;088004;062;01;1;1;033;1;1;1;4;1;0;21;3; ;2;096002;06;1;3; ;2; ;3;2;1;4;5;5;5;1;050.327
2 ;088004;062;02;2;2;032;1;1;1;4;1;0;46;3; ;2;102006;07;1;3; ;2; ;5;3;1;4;5;5;5;1;050.327
2 ;088004;062;03;2;3;008;2;2;2;0;5;0;83;3; ;2;088002;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;050.327
2 ;088004;062;04;1;3;006;2;2;2;0;5;0;83;3; ;2;088002;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;050.327
2 ;088004;072;01;1;1;054;1;1;1;4;1;0;23;3; ;2;092051;03;1;2; ;2; ;2;5;1;5;5;5;4;1;085.049
2 ;088004;072;02;2;2;053;1;2;1;4;1;0;46;3; ;2;076003;03;1;2; ;2; ;2;5;1;4;5;5;4;1;085.049
2 ;088004;082;01;1;1;042;1;1;1;2;1;0;21;3; ;1;088004;06; ; ; ;2; ;5;4;1;4;5;5;5;1;050.327
2 ;088004;082;02;2;2;038;1;1;1;2;8;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;4;5;1;050.327
2 ;088004;082;03;2;3;018;1;1;2;0;5;0;85;1;1;2;085002;  ;3; ;1;2; ;5;5;5;2;1;3;4;1;050.327
2 ;088004;082;04;1;3;016;1;1;2;0;5;0;84;3; ;2;062003;  ; ; ; ;1;6;5;5;5;1;5;5;5;1;050.327
2 ;088004;104;01;1;1;082;1;1;1;4;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;3;4;5;5;5;2;112.443
2 ;088004;107;01;1;1;061;1;1;1;3;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;2;3;5;5;5;1;085.049
2 ;088004;107;02;2;2;058;1;1;1;3;1;0;55;3; ;2;094003;07;1;2; ;2; ;5;5;1;4;5;5;5;1;085.049
2 ;088004;110;01;1;1;069;2;2;1;2;7;0;56;3; ; ;      ;  ; ; ; ;2; ;5;2;2;4;5;5;5;1;085.049
2 ;088004;110;02;2;2;066;1;2;1;2;7;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;1;085.049
2 ;088004;111;01;1;1;052;1;1;1;2;6;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;4;5;2;112.443
2 ;088004;114;01;1;1;064;1;1;1;2;7;0;21;3; ; ;      ;  ; ; ; ;2; ;5;1;1;4;5;5;5;2;085.049
2 ;088004;114;02;2;2;051;1;1;1;3;1;0;47;3; ;2;094005;11;1;2; ;2; ;5;5;1;2;5;5;5;1;085.049
2 ;088004;123;01;2;2;083;2;2;2;1;7;0;55;3; ; ;      ;  ; ; ; ;1;9;5;5;5;4;5;5;5;4;085.049
2 ;088004;123;02;1;1;077;1;2;1;1;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;085.049
2 ;088004;125;01;1;1;070;1;1;1;5;7;0;31;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;4;5;1;085.049
2 ;088004;125;02;2;2;064;1;1;1;5;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;5;3;5;2;085.049
2 ;088004;127;01;2;1;056;2;2;1;4;7;0;41;3; ; ;      ;  ; ; ; ;2; ;4;5;1;5;4;4;4;1;112.443
2 ;088004;551;01;1;1;049;1;1;1;2;1;0;48;3; ;2;055012;06;1;1; ;2; ;5;5;1;5;5;5;5;1;024.662
2 ;088004;551;02;2;2;038;1;2;1;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;024.662
2 ;088004;551;03;1;3;018;1;1;1;0;5;0;85;2;1;2;087001;  ;1;1; ;2; ;5;5;1;5;2;2;5;1;024.662
2 ;088004;551;04;2;3;015;1;1;2;0;5;0;84;1;1;2;085001;  ; ; ; ;2; ;5;5;5;1;1;5;5;1;024.662
2 ;088004;551;05;2;3;012;1;1;2;0;5;0;84;1;1;2;085001;  ; ; ; ;2; ;5;5;5;1;1;5;5;1;024.662
2 ;088004;551;06;2;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;024.662
2 ;088005;012;01;2;1;085;2;2;1;4;7;0;31;3; ; ;      ;  ; ; ; ;1;9;5;5;5;5;5;5;5;2;112.443
2 ;088005;015;01;2;2;049;1;1;1;4;2;0;54;3; ;2;090001;18;1;1; ;2; ;5;5;1;5;5;5;4;1;050.327
2 ;088005;015;02;1;1;048;1;1;1;5;1;0;36;3; ;2;035005;06;1;2; ;2; ;4;5;1;5;5;5;5;1;050.327
2 ;088005;015;03;2;3;011;2;1;2;0;5;0;84;3; ;2;088005;  ; ; ; ;2; ;4;5;5;1;5;5;4;1;050.327
2 ;088005;015;04;1;3;009;2;1;2;0;5;0;83;3; ;2;088005;  ; ; ; ;2; ;4;5;5;1;5;5;4;1;050.327
2 ;088005;016;01;1;1;065;1;1;1;5;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;5;5;5;1;085.049
2 ;088005;016;02;2;2;060;1;1;1;4;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;5;5;5;2;085.049
2 ;088005;026;01;2;1;078;1;2;2;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;5;5;5;2;112.443
2 ;088005;027;01;2;1;031;1;1;2;5;1;0;54;3; ;2;087004;16;3; ;2;1;2;5;5;5;1;5;5;5;1;112.443
2 ;088005;042;01;1;1;038;1;1;1;3;1;0;56;3; ;2;088005;20;3; ;1;2; ;3;4;2;4;3;3;3;1;050.327
2 ;088005;042;02;2;2;037;2;1;1;5;6;0;46;3; ; ;      ;  ; ; ; ;2; ;3;5;1;2;3;3;3;1;050.327
2 ;088005;042;03;2;3;004; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;050.327
2 ;088005;042;04;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;050.327
2 ;088005;045;01;2;1;051;1;1;1;4;1;0;54;2;2;2;089001;15;1;1; ;2; ;5;5;1;5;5;5;5;1;095.108
2 ;088005;045;02;1;3;022;1;1;1;4;1;0;61;2;2;2;095003;14;1;1; ;2; ;5;5;1;5;5;5;5;1;095.108
2 ;088005;045;03;1;3;016;1;1;2;0;5;0;85;1;1;2;085002;  ; ; ; ;2; ;5;5;5;1;1;2;5;1;095.108
2 ;088005;064;01;2;1;080;1;2;2;2;7;0;56;1;1; ;      ;  ; ; ; ;2; ;5;5;5;3;2;3;5;2;112.443
2 ;088005;065;01;2;1;056;1;2;1;2;1;0;51;3; ;2;085007;17;1;3; ;2; ;5;5;1;4;5;5;5;1;112.443
2 ;088005;066;01;1;1;041;1;1;1;3;1;0;36;3; ;2;078008;08;1;2; ;2; ;5;5;1;5;5;5;5;1;050.327
2 ;088005;066;02;2;2;036;1;1;1;5;1;0;36;3; ;2;088004;03;1;3; ;2; ;5;5;1;2;5;5;5;1;050.327
2 ;088005;066;03;2;3;008;2;2;2;0;5;0;83;3; ;2;088005;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;050.327
2 ;088005;066;04;2;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;050.327
2 ;088005;067;01;1;1;073;1;1;1;5;7;0;32;2;1; ;      ;  ; ; ; ;2; ;5;5;1;3;5;4;2;1;085.049
2 ;088005;067;02;2;2;060;1;2;1;5;7;0;41;2;1; ;      ;  ; ; ; ;2; ;5;5;1;2;5;4;2;2;085.049
2 ;088005;068;01;1;1;062;2;2;1;3;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;2;3;5;5;3;1;085.049
2 ;088005;068;02;2;2;060;1;2;1;3;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;5;5;3;1;085.049
2 ;088005;073;01;2;2;043;1;1;1;3;2;0;56;3; ;1;088005;17; ; ; ;2; ;5;5;2;4;5;4;5;1;050.327
2 ;088005;073;02;1;1;043;1;1;1;3;1;0;32;3; ;2;088004;03;1;1; ;2; ;5;5;1;5;5;5;5;1;050.327
2 ;088005;073;03;2;3;017;1;1;2;0;5;0;85;2;1;2;087004;  ; ; ; ;2; ;5;5;5;4;1;4;5;1;050.327
2 ;088005;073;04;1;3;015;1;1;2;0;5;0;84;2;1;2;085001;  ; ; ; ;2; ;5;5;5;4;1;4;5;1;050.327
2 ;088005;077;01;1;1;074;2;2;1;1;7;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;2;4;5;1;085.049
2 ;088005;077;02;2;2;071;2;2;1;1;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;2;4;5;1;085.049
2 ;088005;079;01;1;1;058;1;1;1;5;7;0;36;3; ; ;      ;  ; ; ; ;2; ;4;5;1;5;5;5;5;1;095.108
2 ;088005;079;02;2;2;050;1;1;1;4;8;0;82;3; ; ;      ;  ; ; ; ;2; ;4;5;1;4;5;5;5;1;095.108
2 ;088005;079;03;2;3;016;1;1;2;0;5;0;85;3; ;2;085002;  ; ; ; ;2; ;4;5;5;1;5;5;5;1;095.108
2 ;088005;087;01;1;1;019;1;1;1;2;1;0;47;3; ;2;092004;19;1;1; ;2; ;5;5;1;5;5;5;5;1;112.443
2 ;088005;091;01;1;1;044;1;1;1;5;1;0;36;3; ;1;088005;14; ; ; ;2; ;5;5;1;5;5;5;5;1;050.327
2 ;088005;091;02;2;2;043;1;1;1;3;8;0;47;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;050.327
2 ;088005;091;03;1;3;016;1;1;2;0;5;0;85;3; ;2;085002;  ; ; ; ;2; ;5;5;5;1;5;3;5;1;050.327
2 ;088005;091;04;1;3;011;1;2;2;0;5;0;84;3; ;2;088005;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;050.327
2 ;088005;109;01;1;1;068;1;2;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;2;085.049
2 ;088005;109;02;2;2;065;1;2;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;2;085.049
2 ;088005;112;01;1;1;067;1;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;085.049
2 ;088005;112;02;2;2;065;1;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;085.049
2 ;088005;131;01;1;1;045;1;1;1;5;1;0;36;3; ;2;076053;13;1;2; ;2; ;4;1;4;4;5;5;5;1;050.327
2 ;088005;131;02;2;2;041;1;1;1;5;1;0;31;3; ;2;094005;13;1;2; ;2; ;5;5;1;1;5;5;5;1;050.327
2 ;088005;131;03;2;3;013;1;1;2;0;5;0;84;3; ;2;076053;  ; ; ; ;2; ;4;5;5;1;4;5;5;1;050.327
2 ;088005;131;04;1;3;010;2;2;2;0;5;0;83;3; ;2;087002;  ; ; ; ;2; ;4;4;5;1;5;5;5;1;050.327
2 ;089001;001;01;1;1;064;1;1;1;2;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;2;2;5;1;033.895
2 ;089001;001;02;2;2;062;1;1;1;4;2;0;41;3; ;2;089001;16;3; ;1;2; ;5;5;2;2;2;2;5;1;033.895
2 ;089001;004;01;2;1;047;1;1;1;2;1;0;54;3; ;2;075009;14;1;1; ;2; ;5;5;1;5;5;5;5;1;031.282
2 ;089001;004;02;2;3;019;1;1;2;2;6;0;81;2;2; ;      ;  ; ; ; ;2; ;5;5;5;2;1;1;4;2;031.282
2 ;089001;004;03;1;3;015;1;1;2;0;5;0;85;2;2;2;087002;  ; ; ; ;2; ;5;5;5;2;1;1;5;1;031.282
2 ;089001;005;01;2;2;036;1;1;1;2;2;0;56;3; ;2;087005;19;1;2; ;2; ;5;5;1;5;5;5;5;1;021.477
2 ;089001;005;02;1;1;036;2;1;1;2;1;0;61;3; ;2;087005;19;1;2; ;2; ;5;5;1;5;5;5;5;1;021.477
2 ;089001;005;03;2;3;013;1;1;2;0;5;0;84;3; ;2;089001;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;021.477
2 ;089001;005;04;2;3;008;2;2;2;0;5;0;83;3; ;2;089001;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;021.477
2 ;089001;006;01;1;1;044;1;2;1;2;6;2;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;031.282
2 ;089001;006;02;2;2;031;1;2;2;2;8;2;56;2;2; ;      ;  ; ; ; ;2; ;5;5;5;2;4;5;5;2;031.282
2 ;089001;006;03;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;031.282
2 ;089001;008;01;1;1;076;2;2;1;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;4;5;1;033.895
2 ;089001;008;02;2;2;066;2;2;1;3;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;4;5;1;033.895
2 ;089001;009;01;1;1;055;1;1;1;5;1;0;36;3; ;2;094008;10;1;2; ;2; ;5;5;1;5;5;5;5;1;033.895
2 ;089001;009;02;2;2;053;1;1;1;4;2;0;46;3; ;2;077003;06;1;2; ;2; ;5;5;1;3;5;5;5;1;033.895
2 ;089001;012;01;2;1;051;1;2;2;2;8;0;82;2;2; ;      ;  ; ; ; ;2; ;5;5;5;5;3;3;5;2;047.627
2 ;089001;014;01;1;1;033;1;1;1;2;1;0;47;3; ;2;087003;20;1;1; ;2; ;5;5;1;4;5;5;5;1;021.477
2 ;089001;014;02;2;2;032;1;1;1;5;1;0;46;3; ;2;080004;17;1;2; ;2; ;5;5;1;3;5;5;5;1;021.477
2 ;089001;014;03;2;3;007;2;2;2;0;5;0;83;3; ;2;089001;  ; ; ; ;2; ;4;5;5;1;5;5;5;1;021.477
2 ;089001;014;04;1;3;005;2;2;2;0;5;0;83;3; ;2;089001;  ; ; ; ;2; ;4;5;5;1;5;5;5;1;021.477
2 ;089001;015;01;1;1;040;1;2;1;2;1;0;61;3; ;2;091006;06;1;2; ;2; ;5;3;1;5;5;5;5;1;021.477
2 ;089001;015;02;2;2;036;1;1;1;4;1;0;54;3; ;2;092001;19;1;2; ;2; ;5;5;1;4;5;5;5;1;021.477
2 ;089001;015;03;2;3;008;2;2;2;0;5;0;83;3; ;2;091006;  ; ; ; ;2; ;5;5;5;1;4;5;5;1;021.477
2 ;089001;015;04;1;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;021.477
2 ;089001;016;01;2;1;036;1;2;1;2;1;0;56;3; ;2;087005;17;3; ;2;2; ;4;5;5;2;3;3;5;1;031.282
2 ;089001;016;02;2;3;016;1;1;2;0;5;0;85;2;1;2;089001;  ; ; ; ;2; ;4;5;5;2;1;3;5;1;031.282
2 ;089001;016;03;2;3;010;1;1;2;0;5;0;83;3; ;2;088003;  ; ; ; ;2; ;5;5;5;2;3;3;5;1;031.282
2 ;089001;018;01;1;1;023;1;2;1;2;6;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;1;033.895
2 ;089001;018;02;2;4;019;2;2;2;2;6;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;033.895
2 ;089001;019;01;1;1;060;2;2;1;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;3;4;5;1;031.282
2 ;089001;019;02;2;2;058;2;2;1;2;8;0;55;3; ; ;      ;  ; ; ; ;2; ;4;5;2;2;3;4;5;2;031.282
2 ;089001;019;03;2;3;018;1;1;1;0;4;0;87;3; ;2;089001;  ;3; ;3;2; ;5;5;4;1;3;3;4;1;031.282
2 ;089001;020;01;1;1;027;1;1;1;2;1;0;55;3; ;2;085007;09;2; ;3;1;5;5;4;1;4;5;5;5;1;033.895
2 ;089001;020;02;2;2;022;1;1;1;4;1;0;47;3; ;2;088004;17;1;2; ;2; ;5;5;1;4;5;5;5;2;033.895
2 ;089001;023;01;2;2;045;1;2;1;2;1;0;55;3; ;2;087005;07;2; ;2;2; ;5;4;2;4;5;5;5;1;033.895
2 ;089001;023;02;1;1;031;1;2;1;2;1;0;51;3; ;2;089001;15;1;2; ;2; ;5;1;1;5;5;5;5;1;033.895
2 ;089001;024;01;1;1;093;2;2;1;3;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;5;5;5;2;033.895
2 ;089001;024;02;2;2;084;2;2;2;3;7;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;5;5;5;1;033.895
2 ;089001;026;01;2;2;036;1;1;1;5;1;0;32;3; ;2;087004;16;1;2; ;2; ;5;5;1;4;5;5;5;1;021.477
2 ;089001;026;02;1;1;033;1;1;1;5;1;0;47;3; ;2;089002;03;1;2; ;2; ;5;5;1;5;5;5;5;1;021.477
2 ;089001;026;03;1;3;005;2;2;2;0;5;0;83;3; ;2;087002;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;021.477
2 ;089001;026;04;2;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;021.477
2 ;089001;028;01;1;1;041;1;1;1;2;1;0;21;3; ;1;089001;19;1;1; ;2; ;5;4;1;4;5;5;5;1;021.477
2 ;089001;028;02;2;2;038;1;1;1;2;6;0;56;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;4;5;4;1;021.477
2 ;089001;028;03;2;3;017;1;1;3;0;5;0;85;3; ;2;061053;  ; ; ; ;2; ;5;1;3;4;5;3;4;1;021.477
2 ;089001;028;04;2;3;013;1;1;2;0;5;0;84;3; ;2;089001;  ; ; ; ;2; ;5;4;5;4;4;5;4;1;021.477
2 ;089001;029;01;1;1;074;2;2;2;2;7;0;61;3; ; ;      ;  ; ; ; ;1;2;5;5;5;4;5;5;5;2;031.282
2 ;089001;029;02;2;2;055;1;2;1;2;2;0;56;3; ;2;087002;20;1;1; ;2; ;5;5;1;5;5;5;5;1;031.282
2 ;089001;029;03;1;3;029;1;1;2;5;1;0;47;2;1;2;048007;10;3; ;2;2; ;5;5;5;1;2;3;1;1;031.282
2 ;089001;030;01;1;1;055;2;1;1;4;1;0;47;3; ;2;076055;10;1;2; ;2; ;5;5;1;5;5;5;5;1;031.282
2 ;089001;030;02;2;2;049;1;1;1;3;1;0;22;3; ;2;092001;07;1;2; ;2; ;5;5;1;4;5;5;5;1;031.282
2 ;089001;030;03;2;3;012;1;1;2;0;5;0;84;2;1;2;087001;  ; ; ; ;2; ;5;5;5;4;1;5;5;1;031.282
2 ;089001;031;01;1;1;048;1;1;1;4;1;0;48;3; ;2;900092;07;1;3; ;2; ;5;5;2;4;5;5;5;1;031.282
2 ;089001;031;02;2;2;045;1;1;1;5;2;0;56;3; ;2;028001;17;1;1; ;2; ;5;5;1;4;5;5;5;1;031.282
2 ;089001;031;03;1;3;015;2;1;2;0;5;0;85;2;1;2;087005;  ; ; ; ;2; ;5;5;5;1;1;5;5;1;031.282
2 ;089001;032;01;1;1;040;1;2;2;2;6;0;66;3; ; ;      ;  ; ; ; ;2; ;2;5;5;3;5;5;5;1;009.581
2 ;089001;032;02;2;2;038;2;2;2;2;6;0;81;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;5;5;5;1;009.581
2 ;089001;032;03;1;3;020;1;2;1;2;6;0;66;3; ; ;      ;  ; ; ; ;2; ;4;5;1;4;5;5;5;1;009.581
2 ;089001;032;04;1;3;016;1;2;2;0;5;0;85;3; ;2;087004;  ; ; ; ;2; ;1;4;5;3;5;5;5;1;009.581
2 ;089001;032;05;1;3;012;2;2;2;0;5;0;83;3; ;2;089001;  ; ; ; ;2; ;1;5;5;3;5;5;5;1;009.581
2 ;089001;032;06;1;3;011;2;2;2;0;5;0;83;3; ;2;089001;  ; ; ; ;2; ;1;5;5;3;5;5;5;1;009.581
2 ;089001;033;01;1;1;039;1;1;1;4;1;0;61;3; ;2;088003;08;1;3; ;2; ;5;1;2;4;5;5;5;1;031.282
2 ;089001;033;02;2;2;036;1;1;1;4;1;0;54;3; ;2;100001;14;1;2; ;2; ;5;4;1;4;5;5;5;1;031.282
2 ;089001;033;03;1;3;008;2;2;2;0;5;0;83;3; ;2;090003;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;031.282
2 ;089001;038;01;2;1;058;1;2;1;2;1;0;56;3; ;1;089001;20;1;2; ;2; ;5;5;1;4;5;5;5;1;047.627
2 ;089001;039;01;1;1;072;2;2;1;2;7;0;61;1;1; ;      ;  ; ; ; ;2; ;5;5;5;3;2;5;4;2;021.477
2 ;089001;039;02;2;2;066;2;2;2;2;7;0;82;1;1; ;      ;  ; ; ; ;2; ;5;5;5;3;2;5;4;2;021.477
2 ;089001;039;03;2;3;022;1;1;1;3;1;0;48;3; ;2;088004;18;1;3; ;2; ;5;5;1;4;4;4;4;1;021.477
2 ;089001;039;04;1;4;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;021.477
2 ;089001;040;01;1;1;045;1;2;1;2;1;0;61;3; ;2;016002;06;1;2; ;2; ;5;5;1;5;5;5;5;1;009.581
2 ;089001;040;02;2;2;039;2;2;1;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;2;009.581
2 ;089001;040;03;1;3;016;1;2;2;2;1;0;61;3; ;2;085002;06; ; ; ;2; ;5;1;5;2;5;5;5;1;009.581
2 ;089001;040;04;1;3;013;1;2;2;0;5;0;84;3; ;2;089002;  ; ; ; ;2; ;5;5;5;3;5;5;5;2;009.581
2 ;089001;040;05;2;3;011;2;2;2;0;5;0;83;3; ;2;089001;  ; ; ; ;2; ;5;5;5;3;5;5;5;1;009.581
2 ;089001;040;06;2;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;009.581
2 ;089001;043;01;2;1;079;2;2;1;2;7;0;51;1;1; ;      ;  ; ; ; ;2; ;5;5;5;2;1;4;4;1;047.627
2 ;089001;044;01;1;1;033;1;2;1;4;1;0;47;3; ;2;076054;06;1;3; ;2; ;5;5;1;5;5;5;5;1;021.477
2 ;089001;044;02;2;2;025;1;2;2;4;8;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;4;5;5;1;021.477
2 ;089001;044;03;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;021.477
2 ;089001;044;04;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;021.477
2 ;089001;045;01;1;1;064;1;1;1;2;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;033.895
2 ;089001;045;02;2;2;059;1;1;1;2;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;1;033.895
2 ;089001;046;01;2;2;035;1;1;1;4;1;0;46;2;1;2;100002;10;1;1; ;2; ;5;5;1;5;5;4;1;1;021.477
2 ;089001;046;02;1;1;034;1;1;1;3;1;0;61;3; ;2;076005;09;1;2; ;2; ;3;5;1;5;5;5;4;1;021.477
2 ;089001;046;03;1;3;007;2;2;2;0;5;0;83;3; ;2;089001;  ; ; ; ;2; ;2;5;5;1;4;4;4;1;021.477
2 ;089001;046;04;1;3;004; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;021.477
2 ;089001;048;01;1;1;052;1;1;1;2;1;0;51;3; ;2;090001;15;2; ;2;1;3;5;1;1;2;5;5;5;1;033.895
2 ;089001;048;02;2;2;050;1;1;1;2;8;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;033.895
2 ;089001;049;01;2;2;048;1;2;2;3;1;0;51;3; ;2;104003;17;3; ;3;2; ;4;1;5;3;2;3;5;1;021.477
2 ;089001;049;02;1;1;047;1;1;1;2;1;0;61;3; ;2;091004;08;1;3; ;2; ;2;3;3;5;5;5;5;1;021.477
2 ;089001;049;03;2;3;012;1;2;2;0;5;0;84;2;1;2;087001;  ; ; ; ;2; ;5;4;5;2;1;3;5;1;021.477
2 ;089001;049;04;2;3;011;2;2;2;0;5;0;84;2;1;2;087001;  ; ; ; ;2; ;5;4;5;2;1;3;5;1;021.477
2 ;089001;054;01;1;1;042;1;1;1;5;1;0;61;3; ;2;087005;06;1;3; ;2; ;5;5;1;5;5;5;5;1;031.282
2 ;089001;054;02;2;2;040;1;2;1;3;1;0;54;3; ;2;094005;14;1;3; ;2; ;5;5;1;4;5;5;5;1;031.282
2 ;089001;054;03;1;3;007;2;2;2;0;5;0;83;3; ;2;089001;  ; ; ; ;2; ;5;5;5;2;5;5;5;1;031.282
2 ;089001;057;01;1;1;037;1;1;1;5;1;0;41;3; ;2;076003;16;1;3; ;2; ;5;5;1;5;5;5;5;1;031.282
2 ;089001;057;02;2;2;032;1;1;1;5;8;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;031.282
2 ;089001;057;03;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;031.282
2 ;089001;059;01;2;1;032;1;2;1;2;6;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;3;1;5;5;5;1;021.477
2 ;089001;059;02;2;3;010;2;2;2;0;5;0;83;3; ;2;088003;  ; ; ; ;2; ;5;5;5;2;5;5;5;1;021.477
2 ;089001;059;03;2;3;006;2;2;2;0;5;0;83;3; ;2;088003;  ; ; ; ;2; ;5;5;5;2;5;5;5;1;021.477
2 ;089001;059;04;2;3;004; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;021.477
2 ;089001;061;01;1;1;035;1;2;1;2;1;0;61;2;2;2;071003;06;1;1; ;2; ;5;5;1;4;4;4;5;1;021.477
2 ;089001;061;02;2;2;028;1;2;2;2;8;0;55;2;2; ;      ;  ; ; ; ;2; ;5;5;5;1;2;2;5;1;021.477
2 ;089001;061;03;1;3;006;2;2;2;0;5;0;83;3; ;2;088002;  ; ; ; ;2; ;5;5;5;1;3;3;5;1;021.477
2 ;089001;061;04;2;3;004; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;021.477
2 ;089001;064;01;2;1;058;1;1;1;2;2;0;56;3; ;1;089001;20;1;2; ;2; ;5;5;1;3;3;5;5;1;047.627
2 ;089001;066;01;1;1;053;1;2;1;2;1;0;61;3; ;2;090003;06;1;2;3;2; ;5;5;1;5;5;5;5;1;009.581
2 ;089001;066;02;2;2;047;1;2;2;2;1;0;56;3; ;2;083005;17;2; ;3;2; ;5;5;5;1;1;1;5;1;009.581
2 ;089001;066;03;2;3;020;1;2;2;2;1;0;55;3; ;2;099004;07;2; ;3;2; ;5;5;5;1;1;1;2;1;009.581
