FICHE;ZONE;NUMECH;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15A;P15B;P16;P17A;P17B;P18A;P18B;P19;P20;P21;P22;P23;P24A;P24B;P25;COEP
2 ;056007;067;01;1;1;077;1;2;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;2;4;4;4;5;1;100.677
2 ;056007;067;02;2;2;075;1;2;2;1;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;4;4;5;1;100.677
2 ;056007;068;01;1;1;077;2;2;1;1;7;0;10;3; ; ;      ;  ; ; ; ;2; ;5;5;2;4;5;2;5;1;100.677
2 ;056007;068;02;2;2;074;2;2;1;1;7;0;10;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;5;2;5;1;100.677
2 ;056007;078;01;1;1;050;1;1;1;5;6;0;36;3; ; ;      ;  ; ; ; ;2; ;4;2;1;4;5;5;5;1;110.489
2 ;056007;078;02;2;2;048;1;1;1;5;8;0;41;3; ; ;      ;  ; ; ; ;2; ;4;5;1;4;5;5;5;1;110.489
2 ;056007;078;03;1;3;016;1;1;2;0;5;0;85;2;1;2;056003;  ; ; ; ;2; ;4;4;5;2;1;5;5;1;110.489
2 ;056007;130;01;1;1;080;2;2;1;2;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;4;4;4;1;100.677
2 ;056007;130;02;2;2;074;1;1;1;2;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;4;4;4;1;100.677
2 ;057001;004;01;1;1;040;1;1;1;3;1;0;46;3; ;2;055051;13;1;4; ;2; ;5;5;1;5;5;5;5;1;103.965
2 ;057001;004;02;2;2;039;1;1;1;3;1;0;54;3; ;2;036051;07;1;2; ;2; ;5;5;1;5;5;5;5;1;103.965
2 ;057001;004;03;2;3;016;1;1;2;0;5;0;85;2;1;2;047001;  ; ; ; ;2; ;5;2;5;4;5;1;5;1;103.965
2 ;057001;004;04;2;3;009;2;2;2;0;5;0;83;2;1;2;058004;  ; ; ; ;2; ;5;5;5;4;1;5;5;1;103.965
2 ;057001;006;01;2;2;084;2;2;2;2;8;0;82;3; ; ;      ;  ; ; ; ;1;9;5;5;5;2;5;5;5;1;075.375
2 ;057001;006;02;1;1;067;2;2;1;2;7;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;1;5;5;1;075.375
2 ;057001;021;01;2;1;043;1;1;1;5;1;0;41;3; ;2;075009;16;1;3; ;2; ;3;5;1;4;5;5;5;1;075.375
2 ;057001;021;02;2;3;020;1;1;1;0;4;0;88;3; ;2;029005;  ;1;1; ;2; ;3;5;1;3;5;5;4;1;075.375
2 ;057001;025;01;2;1;047;1;2;1;2;1;0;56;3; ;1;057001;20;1;1; ;2; ;5;5;1;5;5;5;5;1;142.288
2 ;057001;027;01;1;1;058;1;1;1;3;1;0;54;3; ;2;057001;15;2; ;2;2; ;5;5;2;2;5;5;5;1;075.375
2 ;057001;027;02;2;2;055;2;2;1;3;2;0;54;3; ;2;057001;08;2; ;2;2; ;5;5;2;2;5;5;5;1;075.375
2 ;057001;039;01;1;1;037;1;1;1;4;1;0;46;3; ;2;076054;15;1;2; ;2; ;5;5;1;2;5;5;5;1;103.965
2 ;057001;039;02;2;2;036;1;1;1;5;1;0;36;3; ;2;045051;13;1;2; ;2; ;5;5;1;2;5;5;5;1;103.965
2 ;057001;039;03;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;103.965
2 ;057001;039;04;1;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;103.965
2 ;057001;040;01;1;1;077;2;2;2;1;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;5;5;4;5;2;075.375
2 ;057001;040;02;1;2;073;2;2;2;1;7;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;5;4;5;1;075.375
2 ;057001;048;01;2;2;067;1;2;1;4;7;0;41;3; ; ;      ;  ; ; ; ;2; ;4;5;1;3;4;4;4;1;075.375
2 ;057001;048;02;1;1;063;2;2;1;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;2;5;1;3;4;4;4;1;075.375
2 ;057001;054;01;1;1;028;1;1;1;3;1;2;46;3; ;2;048005;07;1;1; ;2; ;5;1;1;2;5;5;5;1;075.375
2 ;057001;054;02;2;2;023;1;1;1;5;1;2;41;3; ;2;048003;17;1;1; ;2; ;5;5;1;2;5;5;5;1;075.375
2 ;057001;056;01;2;1;082;2;2;2;1;7;0;82;3; ; ;      ;  ; ; ; ;1;9;5;5;5;2;5;5;5;1;142.288
2 ;057001;064;01;2;1;030;1;2;2;2;6;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;1;1;1;3;1;075.375
2 ;057001;064;02;2;3;005;2;2;2;0;5;0;83;3; ;2;057001;  ; ; ; ;2; ;1;5;5;1;3;3;3;1;075.375
2 ;057001;073;01;1;1;036;1;1;1;3;1;0;46;3; ;2;904039;18;1;3; ;2; ;5;5;1;4;5;5;5;1;138.023
2 ;057001;073;02;2;2;027;1;1;1;5;1;0;47;3; ;2;015006;16;1;2; ;2; ;5;5;1;2;5;5;5;1;138.023
2 ;057001;073;03;2;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;138.023
2 ;057001;079;01;2;1;058;1;2;1;2;1;0;54;3; ;2;056002;17;1;3; ;2; ;5;5;1;4;5;5;5;1;142.288
2 ;057001;086;01;2;1;028;1;1;1;5;1;0;46;3; ;2;089001;14;1;3; ;2; ;5;5;1;3;5;5;5;1;142.288
2 ;057001;517;01;1;1;076;1;2;1;1;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;2;4;5;5;5;1;075.375
2 ;057001;517;02;2;2;076;2;2;1;2;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;2;4;5;5;5;2;075.375
2 ;057001;537;01;1;1;061;1;1;1;2;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;075.375
2 ;057001;537;02;2;2;060;2;1;2;3;9;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;075.375
2 ;057001;574;01;1;1;049;1;1;1;5;1;0;36;3; ;2;048007;17;2; ;1;2; ;3;5;5;5;5;5;3;1;138.023
2 ;057001;574;02;2;2;049;1;1;1;5;2;0;36;3; ;2;047003;07;1;4; ;2; ;2;5;2;5;5;2;4;1;138.023
2 ;057001;574;03;1;3;018;1;1;2;0;5;0;85;2;1;2;047001;  ;3; ;3;2; ;5;5;5;5;4;1;5;1;138.023
2 ;057002;009;01;2;1;091;2;2;1;2;7;0;51;3; ; ;      ;  ; ; ; ;1;9;5;5;5;4;5;5;5;2;142.288
2 ;057002;010;01;1;1;047;1;1;1;3;1;0;41;3; ;2;002003;15;1;3; ;2; ;5;5;1;2;5;5;5;1;035.263
2 ;057002;010;02;2;2;040;1;2;1;4;1;0;46;3; ;2;983061;07;1;3; ;2; ;5;5;1;2;5;5;5;1;035.263
2 ;057002;010;03;2;3;017;1;2;2;0;5;0;85;2;1;2;009003;  ; ; ; ;2; ;5;5;5;2;5;1;5;1;035.263
2 ;057002;010;04;1;3;011;1;2;2;0;5;0;84;2;1;2;058004;  ; ; ; ;2; ;5;5;5;2;1;5;5;1;035.263
2 ;057002;010;05;1;3;010;2;2;2;0;5;0;83;2;1;2;058004;  ; ; ; ;2; ;5;5;5;2;1;5;5;1;035.263
2 ;057002;016;01;1;1;028;1;1;1;4;1;0;61;3; ;2;090051;03;1;3; ;2; ;5;5;1;2;5;5;5;1;075.375
2 ;057002;016;02;2;2;028;1;1;1;4;6;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;075.375
2 ;057002;017;01;1;1;058;1;1;1;5;1;0;46;3; ;2;031051;08;1;2; ;2; ;3;3;1;3;5;5;5;1;035.263
2 ;057002;017;02;2;2;047;1;1;1;5;1;2;31;3; ;2;057001;17;1;2; ;2; ;5;5;1;5;5;5;5;1;035.263
2 ;057002;017;03;2;3;023;1;1;1;5;1;2;41;3; ;2;007051;17;1;1; ;2; ;5;5;1;5;5;5;4;1;035.263
2 ;057002;017;04;2;3;021;1;1;2;0;4;1;87;3; ;2;017002;  ;3; ;1;2; ;5;5;5;3;3;3;5;1;035.263
2 ;057002;017;05;1;3;013;1;1;2;0;5;0;84;3; ;2;056002;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;035.263
2 ;057002;019;01;1;1;067;1;2;1;3;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;075.375
2 ;057002;019;02;2;2;065;2;2;2;1;7;0;56;3; ; ;      ;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;075.375
2 ;057002;023;01;1;1;043;1;1;1;3;1;0;51;3; ;2;057001;15;1;3; ;2; ;5;5;1;5;5;5;5;1;035.263
2 ;057002;023;02;2;2;042;1;1;1;3;1;0;56;3; ;1;057002;17;1;3; ;2; ;5;5;1;4;5;5;5;1;035.263
2 ;057002;023;03;2;3;020;1;1;2;2;1;0;55;3; ;2;048003;07;3; ;3;2; ;5;1;5;2;5;5;5;1;035.263
2 ;057002;023;04;2;3;017;1;1;2;0;5;0;85;2;1;2;047001;  ; ; ; ;2; ;5;2;5;4;1;5;5;1;035.263
2 ;057002;023;05;2;3;011;1;1;2;0;5;0;84;2;1;2;058004;  ; ; ; ;2; ;5;5;5;4;1;5;5;1;035.263
2 ;057002;024;01;2;2;026;1;1;1;4;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;035.263
2 ;057002;024;02;1;1;025;1;1;1;3;1;0;51;3; ;2;015009;15;2; ;1;2; ;5;1;1;5;5;5;5;1;035.263
2 ;057002;024;03;2;3;004; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;035.263
2 ;057002;024;04;2;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;035.263
2 ;057002;024;05;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;035.263
2 ;057002;043;01;1;1;057;2;1;1;3;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;1;2;2;5;5;4;1;103.965
2 ;057002;043;02;2;2;047;1;1;1;3;1;0;51;3; ;2;001001;15;1;2; ;2; ;5;5;2;2;5;5;4;1;103.965
2 ;057002;043;03;1;3;019;1;1;1;3;6;0;81;3; ; ;      ;  ; ; ; ;2; ;5;1;2;2;5;5;4;2;103.965
2 ;057002;043;04;2;3;012;1;1;2;0;5;0;84;3; ;2;058004;  ; ; ; ;2; ;5;4;5;1;5;5;4;1;103.965
2 ;057002;067;01;1;1;041;1;1;1;3;1;0;46;3; ;2;075011;17;1;3; ;2; ;5;1;1;4;5;5;5;1;035.263
2 ;057002;067;02;2;2;036;1;1;1;3;2;0;55;3; ;2;057008;07;1;3; ;2; ;5;1;1;3;5;5;5;1;035.263
2 ;057002;067;03;2;3;011;2;1;2;0;5;0;84;2;1;2;058004;  ; ; ; ;2; ;5;5;5;3;5;5;5;1;035.263
2 ;057002;067;04;2;3;009;2;2;2;0;5;0;83;3; ;2;057001;  ; ; ; ;2; ;5;5;5;3;5;5;5;1;035.263
2 ;057002;067;05;1;3;005;2;2;2;0;5;0;83;3; ;2;057001;  ; ; ; ;2; ;5;5;5;3;5;5;5;1;035.263
2 ;057002;069;01;2;1;057;2;1;1;5;2;0;41;3; ;1;057002;16;1;3; ;2; ;5;5;1;4;5;4;4;1;075.375
2 ;057002;069;02;1;3;025;1;1;1;5;1;2;32;3; ;2;014003;13;3; ;2;2; ;4;1;4;4;5;4;4;1;075.375
2 ;057002;071;01;1;1;040;1;1;1;4;1;0;55;3; ;2;057002;09;1;1; ;2; ;5;1;1;4;5;5;4;1;138.023
2 ;057002;071;02;2;2;039;1;1;1;3;1;0;54;3; ;2;038003;17;1;1; ;2; ;5;5;1;3;4;4;4;1;138.023
2 ;057002;071;03;1;3;012;1;1;2;0;5;0;84;2;1;2;058004;  ; ; ; ;2; ;1;5;5;1;1;1;4;2;138.023
2 ;057002;076;01;2;2;078;2;2;2;2;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;4;4;3;1;075.375
2 ;057002;076;02;1;1;067;1;1;1;5;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;075.375
2 ;057002;083;01;1;1;067;2;1;1;1;7;0;21;3; ; ;      ;  ; ; ; ;2; ;4;5;1;4;4;4;5;1;075.375
2 ;057002;083;02;2;2;065;1;1;1;3;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;4;4;5;1;075.375
2 ;057002;580;01;1;1;068;1;1;1;5;7;0;36;3; ; ;      ;  ; ; ; ;2; ;2;5;2;2;5;5;5;1;075.375
2 ;057002;580;02;2;2;062;1;1;1;4;8;0;82;3; ; ;      ;  ; ; ; ;2; ;3;5;1;2;5;5;5;1;075.375
2 ;057006;013;01;2;4;080;1;2;2;1;7;0;10;3; ; ;      ;  ; ; ; ;1;6;5;5;5;3;5;5;5;2;138.023
2 ;057006;013;02;1;1;059;1;2;1;1;9;0;10;3; ; ;      ;  ; ; ; ;1;5;5;5;2;5;5;5;5;1;138.023
2 ;057006;013;03;2;2;057;1;2;1;2;2;0;51;3; ;2;049004;19;1;1; ;2; ;5;5;1;4;5;5;5;1;138.023
2 ;057006;014;01;1;1;041;1;1;1;5;1;0;36;3; ;2;048003;16;2; ;2;2; ;5;5;1;4;5;5;5;1;035.263
2 ;057006;014;02;2;2;036;1;1;1;5;2;0;41;3; ;2;048003;16;1;1; ;2; ;5;5;2;4;5;5;5;1;035.263
2 ;057006;014;03;1;3;011;1;1;2;0;5;0;84;2;1;2;076002;  ; ; ; ;2; ;5;5;5;4;5;1;5;1;035.263
2 ;057006;014;04;1;3;009;2;2;2;0;5;0;83;3; ;2;057005;  ; ; ; ;2; ;5;5;5;4;5;1;5;1;035.263
2 ;057006;014;05;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;035.263
2 ;057006;050;01;1;1;044;1;2;1;2;1;0;56;3; ;2;057006;09;1;1; ;2; ;5;5;1;5;5;4;5;1;035.263
2 ;057006;050;02;2;2;036;1;2;2;3;2;0;56;3; ;2;057005;09;3; ;2;2; ;5;5;5;2;3;4;5;1;035.263
2 ;057006;050;03;1;3;018;1;1;2;0;3;0;89;3; ;2;061053;  ;3; ;1;2; ;5;1;5;2;3;3;3;1;035.263
2 ;057006;050;04;1;3;016;1;1;2;0;5;0;85;2;1;2;047001;  ; ; ; ;2; ;5;5;5;2;3;3;5;1;035.263
2 ;057006;050;05;1;3;014;1;1;2;0;5;0;84;2;1;2;057007;  ; ; ; ;2; ;5;5;5;2;3;3;5;1;035.263
2 ;057006;057;01;2;1;059;1;1;1;3;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;138.023
2 ;057006;057;02;2;3;027;1;1;2;2;9;0;82;3; ; ;      ;  ; ; ; ;1;9;5;5;5;1;5;5;5;1;138.023
2 ;057006;057;03;2;3;021;1;1;1;4;6;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;2;138.023
2 ;057006;059;01;1;1;079;2;2;1;2;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;4;075.375
2 ;057006;059;02;2;3;056;1;1;1;3;9;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;075.375
2 ;057006;061;01;1;1;067;1;2;1;2;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;4;5;5;1;075.375
2 ;057006;061;02;2;2;066;2;2;2;2;7;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;1;4;5;5;1;075.375
2 ;057006;065;01;1;1;036;1;1;1;3;6;0;55;3; ; ;      ;  ; ; ; ;2; ;5;4;5;1;1;1;3;1;142.288
2 ;057006;066;01;1;1;050;1;1;1;5;1;0;36;3; ;2;076003;10;1;3; ;2; ;3;5;1;4;5;5;4;1;035.263
2 ;057006;066;02;2;2;042;1;1;1;5;1;0;41;3; ;2;057007;17;1;3; ;2; ;5;5;1;4;5;5;4;1;035.263
2 ;057006;066;03;1;3;019;1;1;3;0;4;0;86;2;1;2;021001;  ;3; ;1;2; ;5;5;2;1;1;4;3;1;035.263
2 ;057006;066;04;1;3;016;1;1;2;0;5;0;85;1;1;2;056002;  ; ; ; ;2; ;3;5;5;1;1;4;4;1;035.263
2 ;057006;066;05;2;3;012;1;1;2;0;5;0;84;3; ;2;057009;  ; ; ; ;2; ;5;5;5;1;5;5;4;1;035.263
2 ;057006;084;01;2;2;053;1;1;1;3;1;0;54;3; ;2;063005;11;1;3; ;2; ;4;5;1;3;4;4;4;1;103.965
2 ;057006;084;02;1;1;049;1;1;1;2;1;0;51;3; ;2;002002;15;1;4; ;2; ;5;5;1;4;5;5;5;1;103.965
2 ;057006;084;03;2;3;018;1;1;1;0;5;0;85;3; ;2;047001;  ;3; ;1;2; ;5;5;2;1;4;4;4;1;103.965
2 ;057006;084;04;2;3;015;1;1;2;0;5;0;85;3; ;2;047001;  ; ; ; ;2; ;5;5;5;1;4;4;5;1;103.965
2 ;057007;005;01;1;1;078;1;1;1;4;7;0;47;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;075.375
2 ;057007;005;02;2;2;074;2;1;2;3;7;0;21;3; ; ;      ;  ; ; ; ;1;6;5;5;5;2;5;5;5;1;075.375
2 ;057007;007;01;2;2;064;1;1;1;5;7;0;31;3; ; ;      ;  ; ; ; ;2; ;5;2;2;3;5;5;5;1;075.375
2 ;057007;007;02;1;1;062;2;1;1;3;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;2;2;3;5;5;5;2;075.375
2 ;057007;031;01;2;2;040;1;1;1;2;2;0;61;3; ;2;038001;07;1;3; ;2; ;4;5;1;2;5;5;4;1;103.965
2 ;057007;031;02;1;1;038;1;1;1;5;1;0;23;3; ;2;055051;07;1;3; ;2; ;4;5;1;4;5;5;5;1;103.965
2 ;057007;031;03;2;3;014;1;1;2;0;5;0;84;3; ;2;048001;  ; ; ; ;2; ;4;5;5;1;4;4;4;1;103.965
2 ;057007;031;04;1;3;008;2;2;2;0;5;0;83;3; ;2;057007;  ; ; ; ;2; ;4;5;5;1;5;5;4;1;103.965
2 ;057007;035;01;1;1;046;1;1;1;5;1;0;36;2;1;2;200005;06;2; ;1;2; ;5;5;1;2;5;5;1;1;103.965
2 ;057007;035;02;2;2;042;1;2;1;4;2;0;46;2;1;2;200005;03;2; ;1;2; ;5;5;1;2;5;5;1;1;103.965
2 ;057007;035;03;2;3;017;1;1;2;0;5;0;85;2;1;2;047001;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;103.965
2 ;057007;035;04;1;3;015;2;2;2;0;5;0;84;3; ;2;057007;  ; ; ; ;2; ;3;5;5;1;5;5;5;1;103.965
2 ;057007;036;01;1;1;083;1;1;1;2;7;0;10;3; ; ;      ;  ; ; ; ;1;9;5;5;1;2;5;5;5;1;075.375
2 ;057007;036;02;2;2;073;1;1;1;3;7;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;075.375
2 ;057007;046;01;1;1;040;1;1;1;2;2;0;21;3; ;2;057007;09;1;3; ;2; ;5;5;1;3;4;5;4;2;142.288
2 ;057007;047;01;2;1;053;1;1;1;3;1;0;31;3; ;2;057007;17;1;3; ;2; ;5;5;1;3;5;5;4;2;103.965
2 ;057007;047;02;1;4;050;1;1;1;3;1;0;21;3; ;2;048006;03;1;1; ;2; ;5;1;2;3;5;5;4;1;103.965
2 ;057007;047;03;2;3;022;1;1;1;0;4;0;86;3; ;2;010003;  ;1;2; ;2; ;5;5;1;3;5;5;4;1;103.965
2 ;057007;047;04;2;3;020;1;1;1;3;9;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;4;2;103.965
2 ;057007;049;01;2;2;051;1;1;1;5;1;0;41;3; ;2;048003;17;1;3;3;2; ;2;4;1;3;5;5;4;1;103.965
2 ;057007;049;02;1;1;046;1;1;1;5;1;0;36;3; ;2;077053;13;1;3;3;2; ;3;1;1;4;2;2;3;1;103.965
2 ;057007;049;03;1;3;017;1;1;2;0;5;0;85;2;1;2;047001;  ; ; ; ;2; ;1;5;5;1;1;1;2;1;103.965
2 ;057007;049;04;2;3;016;1;1;2;0;5;0;85;2;1;2;047001;  ; ; ; ;2; ;5;5;5;1;1;1;4;1;103.965
2 ;057007;051;01;1;1;067;1;1;1;2;7;1;61;3; ; ;      ;  ; ; ; ;2; ;5;1;2;4;4;4;4;1;075.375
2 ;057007;051;02;2;2;050;1;1;1;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;4;4;4;1;075.375
2 ;057007;052;01;1;1;095;2;2;1;1;7;0;22;3; ; ;      ;  ; ; ; ;1;9;5;5;5;2;5;5;5;1;142.288
2 ;057007;058;01;2;1;076;2;2;1;2;7;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;3;3;4;2;142.288
2 ;057007;062;01;2;2;068;2;1;1;2;7;0;82;3; ; ;      ;  ; ; ; ;2; ;2;3;1;3;3;4;4;1;075.375
2 ;057007;062;02;1;1;066;1;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;2;2;2;5;3;4;4;1;075.375
2 ;057007;063;01;1;1;066;2;2;1;2;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;2;2;5;1;075.375
2 ;057007;063;02;2;2;064;1;2;1;3;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;4;4;4;1;075.375
2 ;057007;077;01;2;2;029;1;1;1;5;1;0;36;3; ;2;046004;13;1;2; ;2; ;5;5;1;5;5;5;5;1;138.023
2 ;057007;077;02;1;1;026;1;1;1;5;1;0;36;3; ;2;097005;13;1;3; ;2; ;4;5;1;5;5;5;4;1;138.023
2 ;057007;077;03;2;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;138.023
2 ;057007;081;01;2;2;035;1;1;1;5;8;0;82;3; ; ;      ;  ; ; ; ;2; ;3;5;1;2;5;5;5;1;035.263
2 ;057007;081;02;1;1;033;1;1;1;5;1;0;36;3; ;2;058051;13;1;3; ;2; ;4;5;1;4;5;5;5;1;035.263
2 ;057007;081;03;1;3;008;2;2;2;0;5;0;83;3; ;2;057007;  ; ; ; ;2; ;3;5;5;1;5;5;5;1;035.263
2 ;057007;081;04;2;3;006;2;2;2;0;5;0;83;3; ;2;057007;  ; ; ; ;2; ;3;5;5;1;5;5;5;1;035.263
2 ;057007;081;05;2;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;035.263
2 ;057008;001;01;1;1;044;1;1;1;2;1;0;21;3; ;2;057001;07;1;3; ;2; ;3;1;1;1;5;5;5;1;103.965
2 ;057008;001;02;2;2;042;1;1;1;3;1;0;55;3; ;2;057001;07;1;3; ;2; ;3;1;1;1;5;5;5;1;103.965
2 ;057008;001;03;2;3;017;1;1;2;0;5;0;85;3; ;2;047001;  ; ; ; ;2; ;3;5;5;1;5;1;5;1;103.965
2 ;057008;001;04;2;3;013;1;1;2;0;5;0;84;2;1;2;058004;  ; ; ; ;2; ;3;5;5;1;2;5;5;1;103.965
2 ;057008;002;01;2;2;038;1;1;1;3;2;0;51;3; ;2;027001;17;1;4; ;2; ;5;5;1;2;5;4;5;1;035.263
2 ;057008;002;02;1;1;036;1;1;1;2;2;0;21;3; ;2;057007;09;1;2; ;2; ;5;5;1;4;5;5;5;1;035.263
2 ;057008;002;03;2;3;008;2;2;2;0;5;0;83;3; ;2;057008;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;035.263
2 ;057008;002;04;2;3;005;2;2;2;0;5;0;83;3; ;2;057008;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;035.263
2 ;057008;002;05;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;035.263
2 ;057008;003;01;2;1;061;1;1;1;5;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;142.288
2 ;057008;020;01;2;2;082;1;2;1;3;7;0;82;3; ; ;      ;  ; ; ; ;1;6;5;5;4;1;5;5;5;1;075.375
2 ;057008;020;02;1;1;080;1;2;1;5;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;4;5;1;075.375
2 ;057008;026;01;1;1;049;1;1;1;5;1;0;36;3; ;2;092002;03;1;2; ;2; ;2;5;1;4;5;5;5;1;138.023
2 ;057008;026;02;2;2;046;1;1;1;5;1;0;41;3; ;2;058004;16;1;2; ;2; ;2;5;1;4;5;5;4;1;138.023
2 ;057008;026;03;2;3;013;2;2;2;0;5;0;84;1;1;2;057009;  ; ; ; ;2; ;5;5;5;1;2;5;4;1;138.023
2 ;057008;028;01;1;1;044;1;1;1;5;1;0;36;3; ;2;200005;07;2; ;2;2; ;1;5;3;4;3;5;5;1;103.965
2 ;057008;028;02;2;2;039;1;1;1;5;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;103.965
2 ;057008;028;03;2;3;010;2;1;2;0;5;0;83;3; ;2;075011;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;103.965
2 ;057008;028;04;2;3;007;2;1;2;0;5;0;83;3; ;2;075011;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;103.965
2 ;057008;033;01;1;1;056;1;1;1;5;9;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;5;5;5;1;075.375
2 ;057008;033;02;2;2;056;1;1;1;3;1;0;54;3; ;2;035051;07;1;2; ;2; ;5;5;1;2;5;5;5;1;075.375
2 ;057008;045;01;2;2;041;1;1;1;3;9;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;138.023
2 ;057008;045;02;1;1;034;1;1;1;2;1;0;21;3; ;1;057008;06;1;2; ;2; ;5;5;1;2;5;5;5;1;138.023
2 ;057008;045;03;1;4;013;1;1;2;0;5;0;84;1;1;2;057007;  ; ; ; ;2; ;3;5;5;1;2;5;3;1;138.023
2 ;057008;055;01;1;1;057;1;1;1;2;1;0;23;3; ;2;048002;14;1;2; ;2; ;5;5;1;4;5;5;5;1;103.965
2 ;057008;055;02;2;2;046;1;2;2;3;1;0;54;3; ;2;048002;14;3; ;2;2; ;1;5;5;2;5;2;2;1;103.965
2 ;057008;055;03;1;3;020;1;1;1;3;1;0;46;3; ;2;048002;14;1;2; ;2; ;5;5;1;4;5;5;2;1;103.965
2 ;057008;055;04;2;3;011;1;1;2;0;5;0;84;2;1;2;057007;  ; ; ; ;2; ;5;5;5;2;4;5;2;1;103.965
2 ;057008;060;01;1;1;055;1;1;1;2;1;0;21;3; ;1;057008;19;1;3; ;2; ;5;5;1;2;5;5;4;1;138.023
2 ;057008;060;02;2;2;050;1;2;1;3;1;0;54;3; ;1;057008;19;1;3; ;2; ;5;5;1;2;5;5;4;1;138.023
2 ;057008;060;03;1;3;022;1;1;1;5;9;0;54;3; ; ;      ;  ; ; ; ;2; ;5;2;1;2;5;5;4;1;138.023
2 ;057008;074;01;1;1;084;2;2;1;1;7;0;23;3; ; ;      ;  ; ; ; ;2; ;5;5;2;3;5;5;5;2;075.375
