ZONE_MORPHO;ZONE;NUMECH;P01;D1;D2_A;D2_B;D3;D4H;D4M;D5_A;D5_B;D6;D7;D8H;D8M;D9;D10;COEP
1;002002;003;01;02;52;;003002;10;30;33;;;003002;11;0;30;0;36.3
1;002002;003;01;03;33;;003002;11;30;01;;;002002;12;0;30;0;36.3
1;002002;007;01;01;01;;002002;7;40;61;22;;007002;7;55;15;0;37.507
1;002002;007;01;02;63;22;007002;7;58;61;22;;007006;8;10;12;0;37.507
1;002002;007;01;03;63;22;007006;8;20;01;;;002002;8;30;10;0;37.507
1;002002;007;01;04;01;;002002;10;30;51;;;001002;10;45;15;0;37.507
1;002002;007;01;05;51;;001002;12;10;01;;;002002;12;20;10;0;37.507
1;002002;007;01;06;01;;002002;15;30;42;;;007002;15;45;15;0;37.507
1;002002;007;01;07;42;;007002;16;10;64;22;;007006;16;25;15;0;37.507
1;002002;007;01;08;62;22;007006;16;32;01;;;002002;16;45;13;0;37.507
1;002002;007;01;09;01;;002002;18;30;51;;;042004;19;0;30;1;37.507
1;002002;007;01;10;51;;042004;21;0;01;;;002002;21;30;30;1;37.507
1;002002;007;02;01;01;;002002;7;15;11;;;008006;7;55;40;1;37.507
1;002002;007;02;02;11;;008006;12;15;53;;;009001;12;20;5;0;37.507
1;002002;007;02;03;53;;009001;13;10;11;;;008006;13;15;5;0;37.507
1;002002;007;02;04;11;;008006;16;45;01;;;002002;17;30;45;2;37.507
1;002002;007;03;01;01;;002002;7;40;22;;;007002;7;55;15;0;37.507
1;002002;007;03;02;22;;007002;16;30;01;;;002002;16;45;15;0;37.507
1;002002;007;04;01;01;;002002;7;40;61;22;;007002;7;55;15;0;37.507
1;002002;007;04;02;63;22;007002;7;58;22;;;007006;8;10;12;0;37.507
1;002002;007;04;03;22;;007006;16;32;01;;;002002;16;45;13;0;37.507
1;002002;011;01;01;01;;002002;10;30;34;;;030004;11;0;30;1;49.27
1;002002;011;01;02;34;;030004;11;30;01;;;002002;12;0;30;1;49.27
1;002002;019;01;01;01;;002002;7;30;12;;;025004;8;0;30;1;37.507
1;002002;019;01;02;12;;025004;12;0;53;;;025004;12;5;5;0;37.507
1;002002;019;01;03;53;;025004;13;30;12;;;025004;13;35;5;0;37.507
1;002002;019;01;04;12;;025004;17;0;01;;;002002;17;45;45;1;37.507
1;002002;019;02;01;01;;002002;8;20;61;22;;007002;8;25;5;0;37.507
1;002002;019;02;02;63;22;007002;8;25;11;;;002003;8;35;10;0;37.507
1;002002;019;02;03;11;;002003;12;30;53;;;002003;12;31;1;0;37.507
1;002002;019;02;04;53;;002003;13;45;11;;;002003;13;46;1;0;37.507
1;002002;019;02;05;11;;002003;17;30;64;22;;007002;17;45;15;0;37.507
1;002002;019;02;06;62;22;007002;17;45;01;;;002002;17;50;5;0;37.507
1;002002;019;03;01;01;;002002;8;20;22;;;007002;8;25;5;0;37.507
1;002002;019;03;02;22;;007002;17;45;01;;;002002;17;50;5;0;37.507
1;002002;036;01;01;01;;002002;9;30;12;;;002001;9;33;3;0;49.27
1;002002;036;01;02;12;;002001;12;30;53;;;002003;12;40;10;0;49.27
1;002002;036;01;03;53;;002003;14;0;12;;;002001;14;10;10;0;49.27
1;002002;036;01;04;12;;002001;18;30;01;;;002002;18;33;3;0;49.27
1;002002;037;01;01;01;;002002;4;0;11;;;030004;4;10;10;1;49.27
1;002002;037;01;02;11;;030004;12;0;01;;;002002;12;10;10;1;49.27
1;002002;037;01;03;01;;002002;15;0;33;;;002001;15;5;5;0;49.27
1;002002;037;01;04;33;;002001;15;20;01;;;002002;15;25;5;0;49.27
1;002002;037;01;05;01;;002002;19;0;52;;;001001;19;30;30;0;49.27
1;002002;037;01;06;52;;001001;19;30;01;;;002002;20;0;30;0;49.27
1;002002;048;01;01;01;;002002;5;0;52;;;003008;5;20;20;1;36.3
1;002002;048;01;02;52;;003008;5;20;01;;;002002;5;40;20;1;36.3
1;002002;048;01;03;01;;002002;8;40;51;;;010002;8;50;10;1;36.3
1;002002;048;01;04;51;;010002;12;0;01;;;002002;12;10;10;1;36.3
1;002002;048;01;05;01;;002002;14;0;52;;;100002;16;20;140;1;36.3
1;002002;048;01;06;52;;100002;16;20;01;;;002002;18;40;140;1;36.3
1;002002;048;02;01;01;;002002;8;40;25;;;010002;8;50;10;1;36.3
1;002002;048;02;02;25;;010002;12;0;01;;;002002;12;10;10;1;36.3
1;002002;048;02;03;01;;002002;14;0;52;;;100002;16;20;140;1;36.3
1;002002;048;02;04;52;;100002;16;20;01;;;002002;18;40;140;1;36.3
1;002002;053;01;01;01;;002002;10;30;53;;;002001;10;40;10;0;49.27
1;002002;053;01;02;53;;002001;10;55;33;;;007006;11;0;5;0;49.27
1;002002;053;01;03;33;;007006;11;15;01;;;002002;11;20;5;0;49.27
1;002002;053;01;04;01;;002002;15;0;33;;;002002;15;10;10;0;49.27
1;002002;053;01;05;33;;002002;15;20;01;;;002002;15;30;10;0;49.27
1;002002;074;01;01;01;;002002;8;30;41;;;007006;8;40;10;0;49.27
1;002002;074;01;02;41;;007006;11;30;01;;;002002;11;40;10;0;49.27
1;002002;074;01;03;01;;002002;16;55;33;;;002001;17;0;5;0;49.27
1;002002;074;01;04;33;;002001;17;55;01;;;002002;18;0;5;0;49.27
1;002002;079;01;01;01;;002002;12;15;34;;;008003;12;30;15;0;46.93
1;002002;079;01;02;34;;008003;12;45;01;;;002002;13;0;15;0;46.93
1;002002;079;01;03;01;;002002;13;20;52;;;002003;13;30;10;0;46.93
1;002002;079;01;04;52;;002003;13;30;32;;;002001;13;40;10;0;46.93
1;002002;079;01;05;32;;002001;13;55;01;;;002002;14;0;5;0;46.93
1;002002;079;01;06;01;;002002;18;15;52;;;004003;18;38;23;0;46.93
1;002002;079;01;07;52;;004003;18;38;32;;;002001;19;0;22;0;46.93
1;002002;079;01;08;32;;002001;19;15;01;;;002002;19;20;5;0;46.93
1;002002;079;02;01;01;;002002;11;50;11;;;002002;11;55;5;0;46.93
1;002002;079;02;02;11;;002002;20;10;01;;;002002;20;15;5;0;46.93
1;002002;087;01;01;01;;002002;9;30;53;;;003002;9;45;15;0;49.27
1;002002;087;01;02;53;;003002;10;30;51;;;002004;10;35;5;0;49.27
1;002002;087;01;03;51;;002004;12;0;52;;;002002;12;30;30;0;49.27
1;002002;087;01;04;52;;002002;12;30;01;;;002002;13;0;30;0;49.27
1;002002;098;01;01;01;;002002;9;0;33;;;002001;9;15;15;0;36.3
1;002002;098;01;02;33;;002001;9;45;52;;;002001;10;15;30;0;36.3
1;002002;098;01;03;52;;002001;10;15;01;;;002002;10;45;30;0;36.3
1;002002;098;02;01;01;;002002;10;0;52;;;002002;10;25;25;0;36.3
1;002002;098;02;02;52;;002002;10;25;33;;;002002;10;50;25;0;36.3
1;002002;098;02;03;33;;002002;10;55;01;;;002002;11;0;5;0;36.3
1;002002;098;02;04;01;;002002;17;0;52;;;002002;17;15;15;0;36.3
1;002002;098;02;05;52;;002002;17;15;01;;;002002;17;30;15;0;36.3
1;002002;102;01;01;01;;002002;11;40;42;;;002002;11;45;5;0;49.27
1;002002;102;01;02;42;;002002;11;50;33;;;002002;11;51;1;0;49.27
1;002002;102;01;03;33;;002002;11;52;01;;;002002;11;55;3;0;49.27
1;002002;102;01;04;01;;002002;12;30;32;;;006051;12;50;20;0;49.27
1;002002;102;01;05;32;;006051;13;30;01;;;002002;13;55;25;1;49.27
1;002002;114;01;01;01;;002002;10;20;33;;;002003;10;30;10;0;49.27
1;002002;114;01;02;33;;002003;10;40;52;;;011008;11;10;30;1;49.27
1;002002;114;01;03;52;;011008;11;10;01;;;002002;11;40;30;1;49.27
1;002002;117;01;01;01;;002002;8;30;11;;;200003;9;10;40;1;36.3
1;002002;117;01;02;11;;200003;20;0;01;;;002002;20;40;40;1;36.3
1;002002;117;02;01;01;;002002;10;30;33;;;002004;10;35;5;0;36.3
1;002002;117;02;02;33;;002004;10;40;33;;;002003;10;50;10;0;36.3
1;002002;117;02;03;33;;002003;11;0;32;;;002003;11;5;5;0;36.3
1;002002;117;02;04;32;;002003;11;50;01;;;002002;12;0;10;0;36.3
1;002002;117;02;05;01;;002002;13;0;51;;;200002;13;40;40;1;36.3
1;002002;117;02;06;51;;200002;17;45;02;;;002002;18;25;40;1;36.3
1;002002;125;01;01;01;;002002;9;45;11;;;002001;9;50;5;0;49.27
1;002002;125;01;02;11;;002001;16;0;01;;;002002;16;5;5;0;49.27
1;002002;126;01;01;01;;002002;10;30;34;;;008003;11;5;35;0;49.27
1;002002;126;01;02;34;;008003;12;0;01;;;002002;12;30;30;0;49.27
1;002002;126;01;03;01;;002002;14;30;52;;;010004;15;45;75;0;49.27
1;002002;126;01;04;52;;010004;15;45;01;;;002002;17;0;75;0;49.27
1;002002;126;01;05;01;;002002;17;30;53;;;001001;18;0;30;0;49.27
1;002002;126;01;06;53;;001001;19;30;01;;;002002;20;0;30;0;49.27
1;002002;131;01;01;01;;002002;9;30;34;;;008002;9;40;10;1;49.27
1;002002;131;01;02;34;;008002;10;45;01;;;002002;10;55;10;1;49.27
1;002002;131;01;03;01;;002002;17;30;33;;;002002;17;35;5;0;49.27
1;002002;131;01;04;33;;002002;17;50;01;;;002002;18;0;10;0;49.27
1;002002;177;01;01;01;;002002;7;50;11;;;002003;8;0;10;0;36.3
1;002002;177;01;02;11;;002003;12;0;51;;;002003;12;10;10;0;36.3
1;002002;177;01;03;51;;002003;13;30;11;;;002003;13;40;10;0;36.3
1;002002;177;01;04;11;;002003;18;0;33;;;002003;18;5;5;0;36.3
1;002002;177;01;05;33;;002003;18;7;01;;;002002;18;12;5;0;36.3
1;002002;180;02;01;01;;002002;15;0;33;;;004004;15;15;15;0;36.3
1;002002;180;02;02;33;;004004;15;30;52;;;004004;16;15;45;0;36.3
1;002002;180;02;03;52;;004004;16;15;33;;;004003;17;0;45;0;36.3
1;002002;180;02;04;33;;004003;17;10;01;;;002002;17;30;20;0;36.3
1;002003;004;01;01;01;;002003;7;0;11;;;050001;7;45;45;1;37.507
1;002003;004;01;02;11;;050001;13;0;53;;;050001;13;5;5;0;37.507
1;002003;004;01;03;53;;050001;13;55;11;;;050001;14;0;5;0;37.507
1;002003;004;01;04;11;;050001;18;45;01;;;002003;19;45;60;1;37.507
1;002003;004;02;01;01;;002003;8;30;33;;;002001;8;35;5;0;37.507
1;002003;004;02;02;33;;002001;10;25;01;;;002003;10;30;5;0;37.507
1;002003;004;02;03;01;;002003;11;30;33;;;001001;11;45;15;0;37.507
1;002003;004;02;04;33;;001001;12;15;01;;;002003;12;30;15;0;37.507
1;002003;004;03;01;01;;002003;14;0;25;;;004003;14;5;5;1;37.507
1;002003;004;03;02;25;;004003;21;0;01;;;002003;21;5;5;1;37.507
1;002003;004;04;01;01;;002003;10;0;24;;;007009;10;15;15;1;37.507
1;002003;004;04;02;24;;007009;12;15;01;;;002003;12;30;15;1;37.507
1;002003;004;04;03;01;;002003;13;30;52;;;002001;14;30;60;1;37.507
1;002003;004;04;04;52;;002001;14;30;01;;;002003;15;30;60;1;37.507
1;002003;005;01;01;01;;002003;11;0;41;;;008005;11;15;15;1;36.3
1;002003;005;01;02;41;;008005;13;15;01;;;002003;13;30;15;1;36.3
1;002003;005;01;03;01;;002003;15;0;41;;;008005;15;15;15;1;36.3
1;002003;005;01;04;41;;008005;16;45;01;;;002003;17;0;15;1;36.3
1;002003;009;02;01;01;;002003;16;30;33;;;002003;16;33;3;0;46.93
1;002003;009;02;02;33;;002003;17;0;01;;;002003;17;3;3;0;46.93
1;002003;009;03;01;01;;002003;10;0;54;;;003001;10;5;5;0;46.93
1;002003;009;03;02;54;;003001;12;20;42;;;002003;12;30;10;0;46.93
1;002003;009;03;03;42;;002003;12;50;01;;;002003;12;55;5;0;46.93
1;002003;009;03;04;01;;002003;15;30;25;;;024006;16;20;50;2;46.93
1;002003;009;03;05;25;;024006;19;30;01;;;002003;20;10;40;1;46.93
1;002003;039;01;01;01;;002003;10;0;33;;;002003;10;5;5;0;49.27
1;002003;039;01;02;33;;002003;10;30;01;;;002003;10;35;5;0;49.27
1;002003;039;01;03;01;;002003;14;0;54;;;005003;14;15;15;1;49.27
1;002003;039;01;04;54;;005003;17;30;01;;;002003;17;45;15;1;49.27
1;002003;044;01;01;01;;002003;10;0;33;;;002003;10;10;10;0;36.3
1;002003;044;01;02;33;;002003;10;30;01;;;002003;10;40;10;0;36.3
1;002003;044;01;03;01;;002003;14;30;41;;;002003;14;45;15;0;36.3
1;002003;044;01;04;41;;002003;15;45;01;;;002003;16;0;15;0;36.3
1;002003;044;02;01;01;;002003;8;0;11;;;200005;9;15;75;1;36.3
1;002003;044;02;02;11;;200005;18;30;01;;;002003;19;45;75;1;36.3
1;002003;044;02;03;01;;002003;20;15;33;;;002003;20;16;1;0;36.3
1;002003;044;02;04;33;;002003;20;19;01;;;002003;20;20;1;0;36.3
1;002003;059;01;01;01;;002003;8;55;11;;;002003;9;0;5;0;49.27
1;002003;059;01;02;11;;002003;12;20;53;;;002003;12;22;2;0;49.27
1;002003;059;01;03;53;;002003;13;30;11;;;002003;13;32;2;0;49.27
1;002003;059;01;04;11;;002003;17;30;01;;;002003;17;35;5;0;49.27
1;002003;067;01;01;01;;002003;7;30;61;23;;001001;7;50;20;0;36.3
1;002003;067;01;02;63;23;001001;8;0;42;;;001051;8;15;15;0;36.3
1;002003;067;01;03;42;;001051;8;20;01;;;002003;8;30;10;0;36.3
1;002003;067;01;04;01;;002003;15;30;52;;;002003;15;45;15;0;36.3
1;002003;067;01;05;52;;002003;15;45;01;;;002003;16;0;15;0;36.3
1;002003;067;01;06;01;;002003;19;0;32;;;002002;19;5;5;0;36.3
1;002003;067;01;07;32;;002002;19;10;01;;;002003;19;15;5;0;36.3
1;002003;067;02;01;01;;002003;7;30;23;;;001001;7;50;20;0;36.3
1;002003;067;02;02;23;;001001;14;30;01;;;002003;14;50;20;0;36.3
1;002003;067;02;03;01;;002003;15;30;52;;;002003;15;45;15;0;36.3
1;002003;067;02;04;52;;002003;15;45;01;;;002003;16;0;15;0;36.3
1;002003;068;01;01;01;;002003;8;0;11;;;039003;8;30;30;1;37.507
1;002003;068;01;02;11;;039003;16;0;01;;;002003;16;30;30;1;37.507
1;002003;068;01;03;01;;002003;16;35;64;22;;002004;16;42;7;0;37.507
1;002003;068;01;04;62;22;002004;16;42;01;;;002003;16;49;7;0;37.507
1;002003;068;02;01;01;;002003;8;15;61;22;;002004;8;22;7;0;37.507
1;002003;068;02;02;63;22;002004;8;25;01;;;002003;8;32;7;0;37.507
1;002003;068;02;03;01;;002003;9;0;11;;;002003;9;2;2;0;37.507
1;002003;068;02;04;11;;002003;12;0;01;;;002003;12;2;2;0;37.507
1;002003;068;02;05;01;;002003;14;0;11;;;002003;14;2;2;0;37.507
1;002003;068;02;06;11;;002003;18;0;52;;;002003;18;15;15;0;37.507
1;002003;068;02;07;52;;002003;18;15;01;;;002003;18;30;15;0;37.507
1;002003;068;03;01;01;;002003;8;15;22;;;002004;8;22;7;0;37.507
1;002003;068;03;02;22;;002004;16;42;01;;;002003;16;49;7;0;37.507
1;002003;068;04;01;01;;002003;8;15;22;;;002004;8;22;7;0;37.507
1;002003;068;04;02;22;;002004;16;42;01;;;002003;16;49;7;0;37.507
1;002003;072;01;01;01;;002003;11;0;32;;;004003;11;5;5;0;36.3
1;002003;072;01;02;32;;004003;12;0;01;;;002003;12;5;5;0;36.3
1;002003;072;01;03;01;;002003;14;45;52;;;100003;17;10;145;1;36.3
1;002003;072;01;04;52;;100003;17;10;54;;;037001;19;35;145;1;36.3
1;002003;072;01;05;54;;037001;20;5;01;;;002003;20;20;15;1;36.3
1;002003;072;02;01;01;;002003;11;0;32;;;004003;11;5;5;0;36.3
1;002003;072;02;02;32;;004003;12;0;01;;;002003;12;5;5;0;36.3
1;002003;072;02;03;01;;002003;14;45;52;;;100003;17;10;145;1;36.3
1;002003;072;02;04;52;;100003;17;10;54;;;037001;19;35;145;1;36.3
1;002003;072;02;05;54;;037001;20;5;01;;;002003;20;20;15;1;36.3
1;002003;091;01;01;01;;002003;8;15;11;;;002003;8;25;10;0;49.27
1;002003;091;01;02;11;;002003;12;30;01;;;002003;12;40;10;0;49.27
1;002003;091;01;03;01;;002003;14;15;11;;;002003;14;25;10;0;49.27
1;002003;091;01;04;11;;002003;19;30;01;;;002003;19;40;10;0;49.27
1;002003;093;01;01;01;;002003;7;30;25;;;015011;7;40;10;1;49.27
1;002003;093;01;02;25;;015011;18;0;01;;;002003;18;35;35;1;49.27
1;002003;109;01;01;01;;002003;9;30;91;;;025007;10;30;60;1;49.27
1;002003;109;01;02;91;;025007;11;30;01;;;002003;12;30;60;1;49.27
1;002003;118;01;01;01;;002003;12;0;53;;;002002;12;10;10;0;36.3
1;002003;118;01;02;53;;002002;14;0;52;;;002003;14;15;15;0;36.3
1;002003;118;01;03;52;;002003;14;15;54;;;002003;14;30;15;0;36.3
1;002003;118;01;04;54;;002003;14;30;54;;;024007;14;40;10;1;36.3
1;002003;118;01;05;54;;024007;15;45;01;;;002003;15;55;10;1;36.3
1;002003;118;02;01;01;;002003;7;45;11;;;031006;7;55;10;1;36.3
1;002003;118;02;02;11;;031006;21;0;01;;;002003;21;9;9;1;36.3
1;002003;145;01;01;01;;002003;16;0;52;;;003008;16;30;30;1;49.27
1;002003;145;01;02;52;;003008;16;30;01;;;002003;17;0;30;0;49.27
1;002003;150;01;01;01;;002003;13;45;42;;;034001;14;0;15;1;49.27
